gene_identifier,n_counts,n_cells
Plekhb1,720.0,70
Sypl,180.0,59
Enah,201.0,56
Dhodh,245.0,55
B3galnt1,384.0,61
Pou3f2,125.0,46
Dnah1,258.0,62
Sesn3,584.0,66
Hgfac,188.0,53
Wiz,405.0,65
Aspm,157.0,52
Papolg,201.0,58
Sec24d,267.0,65
Tll1,158.0,59
Slc30a7,114.0,48
Kifc2,650.0,67
Zfp608,386.0,64
Ocrl,215.0,57
Senp1,148.0,50
Dph7,163.0,49
Brca1,162.0,52
Pklr,164.0,58
Bcl6b,146.0,49
Tmem33,183.0,54
Ccdc134,200.0,57
Prkx,229.0,57
Kcnk1,438.0,68
Wnt9b,190.0,56
Nploc4,416.0,65
Ccl22,247.0,59
Slc9a3r1,584.0,68
Glis3,209.0,57
Fam46a,203.0,58
Fam78b,184.0,54
Utp20,248.0,64
Pcif1,401.0,63
Atp8b4,128.0,48
Invs,238.0,57
Mrm1,271.0,62
Agtpbp1,301.0,63
C2cd2l,635.0,65
Scarf2,174.0,55
Lims2,180.0,49
Cyp1a2,222.0,64
Mta1,946.0,67
Clip3,2640.0,70
Lrch1,198.0,55
Gpr146,262.0,61
Etv3,108.0,44
Gcc2,301.0,62
Ptger1,160.0,54
Slc34a1,85.0,33
Pank3,262.0,59
Fgfrl1,196.0,57
Adcy10,174.0,56
Atg4a,207.0,57
Atp7a,179.0,50
Tcirg1,172.0,55
Nisch,1641.0,70
Sirt3,802.0,69
Kcnq1,113.0,41
Dclre1b,257.0,61
Npc2,305.0,65
Btg2,477.0,65
Birc2,152.0,49
Rbpj,168.0,55
Spint1,165.0,51
Top3a,121.0,54
Gpr85,259.0,62
Klf17,164.0,57
Adsl,284.0,61
Fgd2,233.0,63
Dcun1d3,123.0,50
Ccdc32,705.0,67
Ssh2,274.0,62
Grb7,172.0,53
Sh2d3c,602.0,65
Myg1,210.0,58
Casq2,145.0,48
Gpr180,281.0,62
Plxnb3,274.0,63
Ppm1n,179.0,54
Npr3,270.0,56
Tfam,173.0,56
Rxfp3,166.0,55
Map3k4,290.0,63
Tie1,231.0,59
Ube4b,420.0,66
Mdn1,225.0,60
Disp1,166.0,51
Mmp15,231.0,60
Tmem199,288.0,59
Wdr5,346.0,69
Casp3,165.0,53
Abcb8,326.0,66
Agtr2,185.0,64
Neto2,293.0,63
Reck,249.0,66
Cntnap5b,159.0,53
Tssc1,522.0,67
Pycr2,439.0,65
Mon1b,266.0,65
Ubqlnl,198.0,60
Plec,823.0,69
Pyroxd2,153.0,50
Bub1,256.0,61
Tm9sf3,248.0,59
Cep68,117.0,48
Fam216b,186.0,64
Angptl4,133.0,51
Gp5,263.0,63
Zfp365,1094.0,66
Muc5b,134.0,48
Spns3,125.0,50
Plscr3,141.0,52
Mpo,192.0,60
Isyna1,337.0,63
Tmem132a,2879.0,68
Qrfp,212.0,57
Pgap1,136.0,52
Ubr2,386.0,63
Agmo,187.0,56
Nkapl,218.0,51
Rinl,116.0,48
Map3k11,390.0,66
Xrcc1,294.0,59
Treml2,140.0,48
Tnfrsf11b,125.0,51
Rnf208,558.0,64
Tlr3,191.0,58
Slc30a3,709.0,63
Fam160b1,230.0,60
B3galt1,134.0,56
Ssbp2,198.0,59
Ripk4,165.0,53
Pmepa1,323.0,59
Foxj3,228.0,63
Dpp6,466.0,63
Zfp711,174.0,56
Rrm1,166.0,61
Pex13,190.0,61
Vwce,142.0,57
Vgll3,167.0,52
Map2k6,292.0,63
Ntrk3,794.0,65
Adamts13,161.0,52
Spsb4,163.0,51
Hcrtr1,114.0,45
Klhl28,190.0,52
Scn10a,195.0,60
Rabgef1,366.0,63
Fbxl6,413.0,62
Nlrc3,168.0,52
Rab11fip5,334.0,64
Hnrnpl,1477.0,70
Lhfpl3,184.0,60
Faxc,373.0,63
Grik3,721.0,64
Trak2,597.0,64
Zfp651,321.0,62
Gm19466,155.0,50
Cln6,192.0,58
Efnb3,404.0,68
Axl,331.0,63
Zfp74,154.0,53
Stambp,316.0,63
Neurl1b,366.0,62
Taf1,252.0,60
Adprh,1208.0,70
Col9a1,202.0,56
Mcoln2,181.0,53
Kcnc4,640.0,66
Dnmt3a,346.0,63
Cdc27,200.0,58
Foxk1,249.0,59
Hsd3b7,158.0,50
Ptpn12,313.0,65
Crispld1,145.0,55
Cyp51,221.0,57
Rab17,193.0,56
Slc22a14,175.0,54
Ptafr,84.0,39
Smg8,297.0,61
Fkbp15,246.0,57
Inpp5d,160.0,48
Srrm4,201.0,62
Lrrc43,229.0,59
Fam114a2,397.0,61
Slc26a11,178.0,54
Tph2,156.0,49
Ahcyl1,535.0,70
Abca4,151.0,54
Polr2a,446.0,66
