gene_identifier,n_counts,n_cells
Caskin1,1255.0,602
Traf7,882.0,415
2610019E17Rik,341.0,264
Pkd1,763.0,505
Tsc2,942.0,427
Nthl1,126.0,109
Zfp598,303.0,245
Gfer,344.0,224
Noxo1,45.0,43
Tbl3,406.0,292
Rnf151,6.0,3
Snhg9,1534.0,786
Snora78,18.0,16
Rps2,744.0,497
Snora64,23.0,20
Rpl3l,20.0,18
Msrb1,347.0,286
Hs3st6,2.0,2
Fahd1,573.0,314
Hagh,2803.0,1025
Nubp2,1290.0,638
Spsb3,762.0,515
Eme2,254.0,168
Mrps34,851.0,531
Nme3,1711.0,892
Mapk8ip3,3668.0,990
Ift140,248.0,199
Telo2,254.0,170
Ptx4,7.0,7
Clcn7,419.0,314
BC003965,768.0,533
Unkl,271.0,234
Gnptg,1547.0,740
Tsr3,518.0,381
Baiap3,14.0,9
Ube2i,2622.0,1022
Tpsab1,2.0,2
Tekt4,15.0,10
Lmf1,584.0,386
Gng13,424.0,269
Chtf18,7.0,6
Rpusd1,426.0,305
Narfl,368.0,299
Haghl,1588.0,670
Ccdc78,25.0,22
Fam173a,2687.0,1012
Wdr24,253.0,201
Jmjd8,638.0,466
Stub1,2191.0,749
Mir3082,7.0,5
Rhbdl1,212.0,141
Rhot2,532.0,292
Wdr90,116.0,84
Fam195a,180.0,104
0610011F06Rik,970.0,585
Wfikkn1,18.0,15
Gm10012,24.0,14
Pigq,2225.0,786
Nhlrc4,3.0,3
Capn15,184.0,117
Rab11fip3,841.0,393
Decr2,313.0,205
Nme4,66.0,50
Tmem8,151.0,126
Mrpl28,1602.0,818
Axin1,274.0,237
Pdia2,4.0,4
Rgs11,323.0,233
Luc7l,1906.0,903
Neurl1b,398.0,257
Ergic1,625.0,393
Atp6v0e,1879.0,879
Crebrf,1021.0,626
Bnip1,428.0,324
Kifc5b,8.0,8
Phf1,364.0,300
Cuta,2564.0,1016
Syngap1,77.0,69
Zbtb9,156.0,126
Ggnbp1,78.0,71
Bak1,427.0,219
Itpr3,51.0,41
Uqcc2,3550.0,1030
Ip6k3,13.0,9
Grm4,19.0,19
Hmga1,2.0,2
Hmga1-rs1,492.0,324
Nudt3,6050.0,1213
Rps10,3236.0,1133
Spdef,9.0,8
D17Wsu92e,1745.0,703
Snrpc,272.0,224
Uhrf1bp1,191.0,157
Taf11,1255.0,615
Anks1,269.0,217
Tcp11,6.0,6
Scube3,7.0,6
Zfp523,603.0,454
Def6,36.0,30
Ppard,79.0,77
Fance,163.0,140
Rpl10a,3162.0,1157
Lhfpl5,77.0,51
Srpk1,1523.0,683
Mapk14,938.0,528
Mapk13,12.0,7
Brpf3,185.0,152
Pnpla1,4.0,4
4930539E08Rik,137.0,76
Pxt1,2.0,2
Kctd20,163.0,135
Stk38,898.0,449
Srsf3,3733.0,1289
Gm16197,60.0,40
Rab44,19.0,17
BC004004,1012.0,618
Pi16,9.0,8
Fgd2,108.0,82
Pim1,97.0,74
Tmem217,18.0,12
Tbc1d22b,101.0,90
0610038L08Rik,9.0,8
Rnf8,388.0,286
Cmtr1,549.0,386
Ccdc167,642.0,380
Zfand3,839.0,595
Btbd9,1059.0,507
Gm6402,9408.0,1507
1700097N02Rik,24.0,15
Dnah8,21.0,20
Glp1r,2.0,2
Umodl1,2.0,2
Abcg1,815.0,538
Slc37a1,52.0,45
Pde9a,166.0,134
Wdr4,235.0,154
Pknox1,235.0,189
U2af1,1039.0,549
Cryaa,8.0,8
Hsf2bp,9.0,6
Rrp1b,274.0,231
Pdxk-ps,8.0,5
Brd4,2575.0,844
Gm4432,10.0,10
Akap8,1294.0,568
Wiz,209.0,129
Rasal3,13.0,9
A530088E08Rik,7.0,6
Pglyrp2,2.0,2
Cyp4f17,34.0,32
Cyp4f16,152.0,134
Gm9705,7.0,6
Cyp4f15,115.0,87
Zfp871,2010.0,757
Zfp799,323.0,207
Zfp870,111.0,82
Cyp4f13,120.0,89
Cyp4f41-ps,18.0,8
Zfp472,103.0,88
Zfp952,363.0,303
Zfp763,384.0,226
4921501E09Rik,3.0,1
Zfp563,186.0,153
Morc2b,43.0,27
Gm4461,2.0,1
Zfp955a,693.0,401
Zfp955b,671.0,479
Zfp81,194.0,112
Zfp101,357.0,214
Adamts10,156.0,129
Myo1f,48.0,41
Zfp414,454.0,345
Pram1,2.0,2
Hnrnpm,1803.0,800
March2,741.0,374
Rab11b,2857.0,967
Kank3,336.0,223
Ndufa7,6773.0,1487
Cd320,380.0,302
Kifc1,8.0,5
BC033916,3.0,3
BC051226,70.0,52
Daxx,169.0,144
Zbtb22,204.0,171
Tapbp,408.0,310
Rgl2,426.0,338
H2-Ke2,1522.0,643
Wdr46,103.0,92
B3galt4,38.0,29
Rps18,12053.0,1550
Vps52,490.0,370
AA388235,6.0,4
Ring1,135.0,111
H2-Ke6,335.0,204
Slc39a7,2630.0,1004
Rxrb,553.0,385
Col11a2,214.0,176
Brd2,2959.0,940
H2-DMa,219.0,154
H2-DMb2,4.0,4
H2-DMb1,30.0,28
Tap1,43.0,36
Psmb8,51.0,43
Tap2,98.0,85
H2-Ob,8.0,7
H2-Eb1,6.0,5
H2-Eb2,3.0,3
H2-Ea-ps,4.0,2
Btnl2,3.0,3
BC051142,72.0,67
Notch4,119.0,91
Gpsm3,24.0,20
Pbx2,649.0,475
Ager,7.0,7
Rnf5,1845.0,765
Agpat1,1304.0,708
Prrt1,154.0,138
Fkbpl,94.0,89
Atf6b,801.0,544
Tnxb,10.0,9
Stk19,859.0,498
Dxo,183.0,159
Skiv2l,957.0,489
Nelfe,253.0,220
Cfb,11.0,7
Zbtb12,21.0,20
Ehmt2,721.0,481
Slc44a4,8.0,8
Neu1,1037.0,622
Snord52,15.0,11
Hspa1l,40.0,40
Lsm2,272.0,224
Vars,294.0,234
Vwa7,3.0,3
Sapcd1,18.0,11
Ddah2,262.0,213
Ly6g6d,30.0,17
Abhd16a,1062.0,606
Ly6g5b,17.0,9
Gpank1,177.0,161
D17H6S53E,115.0,104
Apom,2.0,2
Bag6,837.0,487
Prrc2a,371.0,261
Lta,14.0,10
Nfkbil1,38.0,30
Ddx39b,1063.0,667
H2-Q1,5.0,5
H2-Q2,22.0,22
H2-Q4,38.0,35
H2-Q5,9.0,9
H2-Q6,11.0,11
H2-Q9,33.0,30
H2-Q10,64.0,55
Pou5f1,9.0,9
Cchcr1,37.0,34
Psors1c2,3.0,3
Cdsn,4.0,4
Dpcr1,4.0,4
Vars2,186.0,114
Gtf2h4,155.0,106
4833427F10Rik,2.0,2
Flot1,802.0,439
Mdc1,131.0,117
Nrm,82.0,68
Ppp1r18,73.0,61
Dhx16,307.0,249
2310061I04Rik,649.0,328
Mrps18b,1058.0,530
Ppp1r10,349.0,259
Gm8801,421.0,318
Abcf1,4025.0,1180
Prr3,665.0,340
Gnl1,913.0,467
A930015D03Rik,949.0,540
H2-T24,54.0,34
Gm6034,4.0,4
Gm11127,4.0,3
H2-T10,33.0,24
Gm8909,15.0,12
Gm6623,18.0,16
H2-T3,4.0,3
Rpp21,1760.0,779
Trim39,398.0,211
H2-M10.2,9.0,4
Trim26,253.0,212
Trim10,4.0,3
Rnf39,25.0,21
Ppp1r11,2266.0,874
Znrd1,1271.0,577
Znrd1as,73.0,66
2410137M14Rik,15.0,14
Zfp57,35.0,34
H2-M3,123.0,87
H2-M2,4.0,4
Olfr110,9.0,5
Olfr117,2.0,2
Olfr134,3.0,3
Rhag,2.0,2
9130008F23Rik,3.0,3
Mut,833.0,517
Gpr115,19.0,14
Gpr111,10.0,7
Tnfrsf21,628.0,386
E130008D07Rik,9.0,5
Gpr110,2.0,2
1700071M16Rik,12.0,11
Tdrd6,15.0,9
Slc25a27,653.0,341
Cyp39a1,44.0,38
Enpp5,2127.0,840
Supt3,123.0,100
Cdc5l,2202.0,838
Spats1,63.0,41
Aars2,130.0,113
Tcte1,25.0,20
Nfkbie,26.0,25
Slc35b2,568.0,379
Capn11,9.0,4
Tmem63b,2456.0,973
Mrpl14,1503.0,831
1600014C23Rik,26.0,15
Mrps18a,1602.0,781
Mad2l1bp,282.0,182
Gtpbp2,549.0,400
Polh,68.0,46
Xpo5,184.0,147
Polr1c,990.0,548
Yipf3,839.0,582
Lrrc73,404.0,277
Dlk2,626.0,419
Abcc10,141.0,98
Zfp318,1154.0,632
Crip3,30.0,27
Slc22a7,11.0,5
Ttbk1,134.0,93
Dnph1,82.0,74
Ptk7,65.0,44
Klc4,243.0,118
Mrpl2,941.0,598
Cul7,296.0,247
Rrp36,749.0,469
Klhdc3,1476.0,598
Mea1,1579.0,856
Pex6,488.0,371
Gnmt,20.0,15
Cnpy3,727.0,392
Ptcra,4.0,4
2310039H08Rik,184.0,167
Rpl7l1,681.0,443
Tbcc,368.0,272
Prph2,2.0,2
Ubr2,1389.0,594
Trerf1,126.0,111
Mrps10,418.0,336
Guca1a,7.0,7
AI661453,14.0,12
Taf8,112.0,80
Ccnd3,204.0,162
Bysl,437.0,285
Med20,508.0,391
Usp49,40.0,37
Gm14872,14.0,13
Frs3,174.0,147
Tfeb,162.0,142
Mdfi,8.0,5
Foxp4,65.0,46
9830107B12Rik,4.0,4
A530064D06Rik,3.0,2
Trem1,3.0,3
Treml2,2.0,2
B430306N03Rik,6.0,4
Treml1,7.0,7
Nfya,168.0,138
Oard1,385.0,297
Apobec2,5.0,3
Unc5cl,4.0,4
Lrfn2,106.0,92
1700008K24Rik,2.0,2
Mocs1,28.0,28
Kif6,65.0,52
Plcl2,626.0,359
C330011F03Rik,5.0,1
Kcnh8,3.0,3
Efhb,9.0,5
Rab5a,2050.0,902
Pp2d1,8.0,6
Kat2b,604.0,398
Sgol1,8.0,5
St6gal2,46.0,41
Vmn2r118,4.0,2
Pot1b,45.0,34
Emr4,3.0,1
Zfp119a,186.0,110
Zfp959,45.0,41
Zfp119b,49.0,34
Ebi3,114.0,92
Ccdc94,65.0,60
Shd,257.0,204
Fsd1,578.0,407
Mpnd,810.0,494
Sh3gl1,585.0,341
Chaf1a,45.0,43
Ubxn6,1175.0,582
Hdgfrp2,649.0,443
Plin4,28.0,19
Plin5,4.0,3
Lrg1,10.0,7
Tnfaip8l1,178.0,145
D17Wsu104e,1926.0,879
Mir7b,56.0,46
Fem1a,465.0,352
Ticam1,70.0,46
Uhrf1,10.0,9
Kdm4b,416.0,321
Safb2,819.0,406
Safb,2716.0,1102
2410015M20Rik,4391.0,1199
Rpl36,3029.0,1101
Lonp1,1461.0,656
Catsperd,6.0,4
Ranbp3,610.0,419
Vmac,152.0,87
Dus3l,674.0,435
Prr22,13.0,13
Rfx2,33.0,22
1700061G19Rik,9.0,9
Acer1,3.0,3
Clpp,1748.0,876
Alkbh7,420.0,326
Gtf2f1,1313.0,657
Slc25a41,7.0,6
Crb3,11.0,10
Tnfsf14,3.0,2
C3,3.0,2
Gpr108,619.0,385
Trip10,64.0,60
Vav1,52.0,42
Cntnap5c,9.0,9
Nudt12,34.0,26
Fert2,167.0,141
AU016765,5.0,2
Man2a1,278.0,216
Txndc2,9.0,6
Ppp4r1,250.0,202
Ralbp1,1605.0,688
Twsg1,482.0,249
Wash,255.0,212
Ddx11,22.0,19
Lama1,26.0,17
Arhgap28,21.0,16
L3mbtl4,4.0,4
Tmem200c,84.0,74
Epb4.1l3,5090.0,1144
2410021H03Rik,19.0,13
Zbtb14,279.0,220
C030034I22Rik,74.0,63
Lpin2,860.0,490
Smchd1,864.0,437
Spdya,37.0,31
Trmt61b,364.0,215
Wdr43,962.0,633
Snord92,2.0,2
Snord53_loc2,2.0,2
Fam179a,9.0,8
Ypel5,1942.0,904
Lclat1,308.0,223
Capn13,3.0,2
Ehd3,1030.0,542
Memo1,646.0,353
Dpy30,2281.0,949
Spast,817.0,518
Slc30a6,411.0,307
Yipf4,836.0,500
Birc6,2207.0,910
Ttc27,274.0,213
Ltbp1,208.0,150
Fez2,560.0,311
Heatr5b,740.0,398
Gpatch11,1434.0,765
Gm6548,889.0,461
Sult6b1,2.0,2
1110001A16Rik,607.0,428
Cebpz,1594.0,753
Ndufaf7,916.0,577
4930429F11Rik,3.0,3
Gm10494,6.0,3
Rmdn2,78.0,59
Atl2,1033.0,458
Galm,44.0,37
Srsf7,3845.0,1149
Gemin6,195.0,167
Morn2,312.0,230
Arhgef33,15.0,13
Gm10190,27.0,19
Sos1,943.0,454
Thumpd2,107.0,69
Gm19689,3.0,3
Pkdcc,38.0,38
Eml4,510.0,344
Cox7a2l,5628.0,1295
Kcng3,3.0,2
Mta3,255.0,209
4933433H22Rik,2.0,2
Thada,251.0,154
Plekhh2,190.0,160
Dync2li1,457.0,334
Abcg8,4.0,4
1110020A21Rik,198.0,111
Ppm1b,1759.0,833
Slc3a1,30.0,28
Prepl,928.0,462
Camkmt,132.0,109
Six3os1,11.0,7
Six3,13.0,10
Srbd1,273.0,160
2010106C02Rik,5.0,4
Rhoq,528.0,377
Pigf,647.0,404
Cript,2506.0,1064
Socs5,985.0,543
Mcfd2,1333.0,634
4833418N02Rik,16.0,8
Ttc7,88.0,75
1700011E24Rik,2.0,2
Epcam,7.0,7
Msh2,556.0,391
Kcnk12,33.0,28
Msh6,223.0,162
Foxn2,328.0,260
Ppp1r21,742.0,476
Ston1,7.0,6
Gtf2a1l,6.0,5
Lhcgr,4.0,3
4930480K15Rik,8.0,8
Mettl4,113.0,71
2700099C18Rik,22.0,20
Gm1976,465.0,267
Gm20939,51.0,46
Gm6225,8.0,7
Cul2,788.0,478
Bambi,92.0,78
4833419F23Rik,5.0,5
Mtpap,519.0,402
Svil,90.0,70
Zfp438,146.0,88
Gm10125,19.0,11
Zeb1,443.0,311
Epc1,833.0,426
Mir1893,10.0,9
Rab18,3131.0,1214
Mpp7,125.0,87
Wac,2590.0,1044
Fzd8,71.0,60
Gjd4,5.0,4
Cetn1,4.0,4
Thoc1,1095.0,705
Rock1,2340.0,832
Greb1l,81.0,70
Esco1,667.0,356
Snrpd1,1888.0,931
Mib1,170.0,144
Mir1b,6.0,4
Gata6,5.0,5
Rbbp8,114.0,92
Gm6277,39.0,27
Cables1,204.0,162
Tmem241,171.0,125
Riok3,903.0,575
3110002H16Rik,507.0,378
Lama3,37.0,32
Ttc39c,443.0,298
Cabyr,14.0,14
Zfp521,143.0,86
Psma8,30.0,25
Taf4b,72.0,61
4933424G05Rik,2.0,2
Chst9,3.0,2
Gm15328,15.0,15
4921533I20Rik,14.0,14
Dsc2,10.0,7
Dsc1,4.0,3
Dsg4,2.0,2
Rnf125,37.0,27
Rnf138,420.0,298
Ccdc178,2.0,2
Asxl3,223.0,168
Dtna,1528.0,730
Mapre2,2451.0,888
Zfp397,299.0,233
Zfp35,320.0,262
Zfp191,892.0,486
Ino80c,443.0,251
Galnt1,870.0,583
2700062C07Rik,427.0,342
Elp2,1536.0,819
Mocos,18.0,16
AW554918,75.0,74
Pik3c3,912.0,607
Sap130,317.0,247
Ammecr1l,701.0,484
Polr2d,1274.0,789
Wdr33,1353.0,774
Sft2d3,317.0,218
Lims2,379.0,274
Myo7b,3.0,2
Iws1,573.0,390
Proc,3.0,3
Map3k2,450.0,329
Ercc3,374.0,296
A830052D11Rik,14.0,12
Bin1,2756.0,1017
Gypc,27.0,19
Wdr36,437.0,310
Stard4,527.0,268
Gm10549,3.0,3
2410004N09Rik,176.0,147
Gm10548,20.0,16
Apc,2393.0,1008
Srp19,2970.0,1142
Pkd2l2,32.0,29
Fam13b,352.0,234
4933408B17Rik,14.0,8
Brd8,1303.0,635
Kif20a,28.0,25
Cdc23,890.0,479
Cdc25c,2.0,2
Fam53c,533.0,388
Kdm3b,464.0,345
Reep2,1332.0,535
Etf1,1387.0,560
Hspa9,3462.0,957
Ctnna1,1424.0,787
Sil1,639.0,396
Snhg4,522.0,334
Mir1949,5.0,5
Snora74a,23.0,23
Paip2,4134.0,1302
Slc23a1,5.0,5
Mzb1,7.0,6
Prob1,107.0,71
Spata24,216.0,154
Dnajc18,1895.0,807
1700066B19Rik,4.0,4
Ube2d2a,1901.0,830
Cxxc5,1560.0,770
Psd2,379.0,253
Nrg2,296.0,246
4930471G03Rik,2.0,2
Pura,7394.0,1382
Igip,1242.0,543
Cystm1,2406.0,995
Pfdn1,4533.0,1149
Slc4a9,4.0,4
Ankhd1,1228.0,697
Eif4ebp3,197.0,173
Sra1,1893.0,820
Apbb3,577.0,302
Slc35a4,427.0,333
Tmco6,110.0,100
Ndufa2,10117.0,1506
Ik,2081.0,962
Wdr55,265.0,221
Dnd1,29.0,18
Hars2,423.0,342
Zmat2,4406.0,1127
Vaultrc5,347.0,252
Gm6756,190.0,155
Pcdha1,18.0,12
Pcdha2,40.0,31
Pcdha3,92.0,73
Pcdha4,6.0,6
Pcdha4-g,86.0,65
Pcdha6,48.0,31
Pcdha7,28.0,25
Pcdha8,34.0,29
Pcdha9,37.0,29
Pcdha10,52.0,47
Pcdha11,40.0,35
Pcdha12,116.0,92
Pcdhac1,47.0,42
Pcdhac2,328.0,240
Pcdhb2,61.0,47
Pcdhb4,44.0,35
Pcdhb5,45.0,37
Pcdhb6,16.0,15
Pcdhb8,20.0,20
Pcdhb9,140.0,85
Pcdhb10,61.0,47
Pcdhb11,57.0,44
Pcdhb12,92.0,68
Pcdhb13,62.0,42
Pcdhb14,106.0,80
Pcdhb15,45.0,37
Pcdhb16,213.0,161
Pcdhb17,191.0,135
Pcdhb18,142.0,115
Pcdhb19,82.0,72
Pcdhb20,147.0,103
Pcdhb21,96.0,76
Pcdhb22,64.0,59
Slc25a2,5.0,3
Pcdhga1,8.0,8
Pcdhga2,17.0,17
Pcdhga3,79.0,64
Pcdhgb1,18.0,17
Pcdhga4,17.0,15
Pcdhgb2,11.0,10
Pcdhga5,19.0,19
Pcdhga6,16.0,14
Pcdhga7,19.0,18
Pcdhga8,13.0,12
Pcdhgb5,11.0,11
Pcdhga9,13.0,13
Pcdhgb6,11.0,11
Pcdhga10,17.0,16
Pcdhgb7,14.0,14
Pcdhga11,42.0,40
Pcdhgb8,8.0,8
Pcdhga12,13.0,13
Pcdhgc3,22.0,22
Pcdhgc4,23.0,22
Pcdhgc5,163.0,131
Diap1,164.0,109
Hdac3,1183.0,515
Rell2,292.0,191
Fchsd1,60.0,48
Pcdh1,166.0,135
1700086O06Rik,73.0,58
0610009O20Rik,277.0,238
Gnpda1,411.0,249
Spry4,117.0,78
Gm5820,26.0,25
Arhgap26,527.0,342
Nr3c1,2920.0,959
Pabpc2,6.0,6
Yipf5,2297.0,914
2900055J20Rik,1809.0,595
Kctd16,61.0,56
Prelid2,61.0,36
Grxcr2,14.0,6
Sh3rf2,10.0,10
Lars,1517.0,710
Gm4013,90.0,65
Rbm27,932.0,595
Tcerg1,1550.0,755
Gpr151,22.0,14
Jakmip2,1462.0,620
Spink5,2.0,2
Myot,2.0,2
Dcp2,382.0,288
Mcc,254.0,135
A930012L18Rik,92.0,79
Ythdc2,577.0,370
A330093E20Rik,12.0,10
Pggt1b,298.0,201
Ccdc112,362.0,216
Mospd4,5.0,4
Fem1c,179.0,108
Ticam2,14.0,10
Tmed7,2401.0,853
Eif1a,1036.0,575
Atg12,1449.0,641
Ap3s1,744.0,435
4833403I15Rik,2.0,2
Commd10,225.0,192
Dtwd2,108.0,66
Dmxl1,975.0,608
Tnfaip8,284.0,192
Hsd17b4,1282.0,778
Prr16,54.0,43
Srfbp1,305.0,255
1700034E13Rik,13.0,13
Sncaip,64.0,52
Snx2,1796.0,878
Snx24,353.0,269
Prdm6,4.0,3
Gm19466,3.0,3
Csnk1g3,830.0,473
Redrum,16.0,13
9330117O12Rik,109.0,91
Aldh7a1,324.0,203
Phax,1460.0,833
Lmnb1,63.0,56
March3,22.0,16
Gm10536,2.0,2
C330018D20Rik,365.0,228
Prrc1,299.0,244
1700011I03Rik,3.0,3
4930511M06Rik,4.0,2
2210409D07Rik,42.0,23
Slc27a6,4.0,4
Isoc1,292.0,194
Adamts19,6.0,5
A730017C20Rik,443.0,278
Chsy3,232.0,179
Gm4951,35.0,27
Gm4841,6.0,4
F830016B08Rik,4.0,3
Dctn4,1797.0,912
Rbm22,880.0,622
Myoz3,2.0,2
Synpo,652.0,344
Ndst1,851.0,431
Rps14,7607.0,1545
Cd74,10.0,5
Tcof1,655.0,374
Cdx1,3.0,3
Hmgxb3,492.0,290
Pde6a,17.0,14
A530050N04Rik,4.0,4
Arhgef37,15.0,10
Csnk1a1,2562.0,996
Gm20748,142.0,102
Mir143hg,39.0,27
Il17b,3.0,3
Pcyox1l,505.0,301
Grpel2,664.0,383
1500015A07Rik,133.0,118
Ablim3,154.0,98
Sh3tc2,158.0,138
Htr4,7.0,6
Fbxo38,849.0,450
Spink10,313.0,277
Spink13,5.0,3
Apcdd1,110.0,87
Napg,3323.0,968
Txnl1,2213.0,832
Wdr7,1551.0,691
Fech,1094.0,533
Nedd4l,941.0,473
Alpk2,4.0,3
Malt1,99.0,81
Zfp532,500.0,382
Oacyl,15.0,13
Sec11c,4474.0,1153
Rax,4.0,3
Lman1,970.0,504
Chmp1b,796.0,506
Mppe1,188.0,126
Impa2,43.0,39
B430212C06Rik,3.0,3
Tubb6,340.0,240
Slmo1,474.0,329
Spire1,1303.0,546
Cep76,145.0,88
Psmg2,1173.0,750
Ptpn2,871.0,443
Seh1l,746.0,503
4930549G23Rik,7.0,5
Cep192,165.0,133
Ldlrad4,191.0,154
Fam210a,563.0,319
Rnmt,1239.0,597
Mc5r,3.0,3
Ccdc68,7.0,7
4930503L19Rik,204.0,148
Stard6,24.0,21
Poli,143.0,95
Mbd2,409.0,330
Mex3c,559.0,386
Smad4,1096.0,498
Elac1,387.0,241
Me2,411.0,247
D730045A05Rik,13.0,12
Ska1,3.0,3
Cxxc1,357.0,278
Mbd1,227.0,199
1700120E14Rik,2.0,1
Scarna17,3.0,2
Rpl17,2709.0,1060
Snord58b_loc2,13.0,13
BC031181,5576.0,1370
Dym,393.0,287
2010010A06Rik,10.0,6
Smad7,1105.0,617
Ctif,583.0,342
Gm10532,19.0,18
Zbtb7c,28.0,26
Smad2,442.0,317
Ier3ip1,3898.0,1238
Hdhd2,1809.0,937
Katnal2,51.0,37
Pias2,719.0,478
St8sia5,559.0,338
Loxhd1,5.0,5
8030462N17Rik,71.0,42
4930465K10Rik,2.0,2
Haus1,346.0,233
Pstpip2,181.0,155
Epg5,372.0,290
Siglec15,2.0,1
Setbp1,627.0,312
Pard6g,103.0,86
Adnp2,200.0,142
Rbfa,226.0,158
Txnl4a,1217.0,724
Hsbp1l1,55.0,46
Pqlc1,270.0,219
Ctdp1,146.0,92
Atp9b,624.0,340
Galr1,4.0,4
Zfp236,420.0,226
Zfp516,156.0,118
Zadh2,478.0,361
Zfp407,385.0,224
Cndp1,12.0,9
Cndp2,864.0,480
Fam69c,36.0,27
Cyb5,5433.0,1355
Timm21,638.0,359
Socs6,239.0,153
Rttn,94.0,78
Cd226,2.0,2
Dok6,13.0,6
Tmx3,2097.0,982
Ighmbp2,258.0,168
Mrpl21,1220.0,695
Cpt1a,330.0,245
Mtl5,13.0,13
Ppp6r3,1281.0,615
1810055G02Rik,340.0,263
Suv420h1,642.0,458
Chka,777.0,497
Tcirg1,336.0,185
Ndufs8,4642.0,1245
1700055N04Rik,10.0,9
Aldh3b2,40.0,32
Acy3,287.0,206
Nudt8,271.0,230
Doc2g,45.0,41
Ndufv1,4919.0,1242
Gstp2,58.0,34
BC021614,13.0,9
Cdk2ap2,244.0,213
Pitpnm1,604.0,375
Aip,1444.0,768
Tmem134,446.0,331
Cabp4,4.0,3
Coro1b,1116.0,699
Ptprcap,6.0,6
Rps6kb2,356.0,215
Tbc1d10c,13.0,9
Ppp1ca,3740.0,1271
Rad9a,187.0,118
Clcf1,3.0,3
Pold4,76.0,67
Ssh3,162.0,92
Adrbk1,971.0,455
Kdm2a,1311.0,595
A930001C03Rik,10.0,10
Pcx,698.0,500
Rce1,346.0,226
Gm960,10.0,8
Rbm4b,467.0,359
Rbm4,539.0,299
Ccdc87,18.0,16
Ctsf,773.0,522
Actn3,15.0,11
Zdhhc24,245.0,196
Dpp3,730.0,418
Peli3,33.0,27
Mrpl11,1583.0,835
Slc29a2,150.0,130
B3gnt1,1908.0,889
Brms1,439.0,339
Rin1,213.0,172
Tmem151a,6357.0,1209
Yif1a,551.0,422
Rab1b,945.0,490
Sf3b2,3458.0,1006
Gal3st3,108.0,88
Cst6,200.0,131
Banf1,2722.0,1052
Eif1ad,693.0,478
Sart1,510.0,310
D330050I16Rik,17.0,17
4930481A15Rik,4.0,4
AI837181,706.0,423
Fosl1,9.0,9
Ccdc85b,666.0,354
Fibp,990.0,629
Efemp2,180.0,155
Mus81,352.0,211
Snx32,1256.0,595
1700020D05Rik,31.0,22
Ap5b1,19.0,18
Rnaseh2c,535.0,400
Kat5,417.0,265
Rela,304.0,261
Pcnxl3,797.0,487
Map3k11,274.0,225
Kcnk7,30.0,26
Fam89b,537.0,365
Sssca1,1314.0,608
Ltbp3,236.0,175
Scyl1,652.0,366
Slc25a45,75.0,64
Tigd3,34.0,22
Dpf2,707.0,400
Pola2,83.0,44
Slc22a20,2.0,1
Capn1,88.0,60
Gm10814,9.0,8
Syvn1,396.0,305
Mrpl49,1342.0,593
Fau,19360.0,1660
Znhit2,335.0,258
Vps51,602.0,317
Zfpl1,303.0,186
Cdca5,5.0,5
Arl2,3762.0,1098
Batf2,6.0,6
1700123I01Rik,11.0,11
Ppp2r5b,925.0,484
Atg2a,483.0,374
Ehd1,698.0,481
Cdc42bpg,30.0,28
Men1,526.0,391
Map4k2,148.0,120
Sf1,1295.0,731
Pygm,214.0,156
Rasgrp2,181.0,133
Slc22a12,3.0,3
Mir5046,8.0,7
Ccdc88b,42.0,24
Trmt112,2543.0,1094
Tex40,117.0,86
Kcnk4,122.0,90
Gpr137,597.0,328
Bad,471.0,361
Ppp1r14b,141.0,126
Fkbp2,2885.0,986
Nudt22,265.0,182
Trpt1,396.0,290
Stip1,2200.0,790
Macrod1,106.0,95
Naa40,386.0,251
Rcor2,139.0,124
Mark2,214.0,141
1700105P06Rik,13.0,13
2700081O15Rik,182.0,153
Atl3,395.0,300
Lgals12,4.0,4
Slc22a27,9.0,4
Slc22a29,8.0,4
Slc22a6,15.0,7
9830166K06Rik,33.0,23
Slc3a2,2825.0,929
Snhg1,643.0,431
Snord22,29.0,25
Wdr74,621.0,443
Stx5a,916.0,628
Nxf1,970.0,628
Tmem223,2596.0,1107
Taf6l,42.0,33
Gm2518,12.0,11
Polr2g,3789.0,1126
Zbtb3,35.0,33
Ttc9c,363.0,214
Hnrnpul2,1939.0,879
Bscl2,1219.0,597
Lrrn4cl,10.0,7
Ubxn1,1202.0,716
AI462493,2469.0,914
5730408K05Rik,189.0,127
1810009A15Rik,1044.0,678
Ints5,122.0,112
Ganab,1325.0,767
B3gat3,886.0,467
Rom1,101.0,60
Eml3,128.0,114
Mta2,384.0,318
Tut1,167.0,151
Eef1g,2483.0,1026
Stxbp3b,39.0,28
Rab3il1,95.0,70
Fads3,307.0,210
Fads2,137.0,99
Fads1,704.0,415
Fen1,283.0,191
Tmem258,4562.0,1316
Sdhaf2,1215.0,567
Cpsf7,738.0,508
Tmem216,257.0,151
Tmem138,30.0,29
Cyb561a3,173.0,155
Dak,64.0,43
Ddb1,2780.0,1111
Vwce,6.0,6
Pga5,2.0,1
Vps37c,181.0,156
Cd5,2.0,2
A430093F15Rik,2.0,2
Cd6,36.0,20
Slc15a3,43.0,29
Prpf19,1990.0,921
Gpr44,4.0,4
Ms4a15,5.0,1
Ms4a1,2.0,2
Ms4a4b,3.0,3
Gm8369,3.0,3
Ms4a4d,2.0,1
Ms4a2,2.0,2
Mrpl16,795.0,524
Stx3,308.0,187
Patl1,246.0,199
Osbp,744.0,504
Olfr1437,2.0,2
