gene_identifier,n_counts,n_cells
Ica1,1039.0,496
Phf14,913.0,557
Gm6578,18.0,13
Tmem106b,2037.0,913
Tmem168,421.0,249
B630005N14Rik,733.0,381
Gpr85,1035.0,488
2610001J05Rik,1795.0,789
1110019D14Rik,195.0,151
Mdfic,27.0,23
Tfec,31.0,22
Tes,126.0,99
D830026I12Rik,6.0,4
St7,341.0,243
Cftr,18.0,16
Ing3,483.0,370
Wnt16,10.0,8
Rnf133,5.0,3
Rnf148,2.0,2
Slc13a1,7.0,4
Lmod2,3.0,3
Hyal6,2.0,2
Pot1a,408.0,231
Mir592,2.0,2
Zfp800,458.0,267
Gcc1,266.0,160
Pax4,4.0,4
Snd1,598.0,400
Lep,2.0,2
Rbm28,1664.0,777
Prrt4,32.0,25
Hilpda,421.0,294
Fam71f2,7.0,7
Fam71f1,2.0,2
Calu,1627.0,845
Opn1sw,7.0,5
Ccdc136,502.0,311
Flnc,15.0,14
Irf5,53.0,35
Tnpo3,2354.0,837
Tspan33,195.0,145
Smo,107.0,87
Ahcyl2,637.0,374
Nrf1,276.0,229
Ube2h,1991.0,756
Zc3hc1,552.0,321
Klhdc10,821.0,482
Tmem209,425.0,249
Ssmem1,4.0,4
Cpa2,62.0,56
Cep41,237.0,155
Mest,407.0,268
Mir335,38.0,30
Copg2,680.0,436
Tsga13,5.0,2
Klf14,11.0,6
2210408F21Rik,389.0,262
Mkln1os,102.0,76
Mkln1,743.0,543
B230378P21Rik,20.0,16
Chchd3,2492.0,938
Exoc4,477.0,360
Lrguk,17.0,16
Slc35b4,526.0,293
Gm6644,1687.0,721
Akr1b8,24.0,21
Akr1b10,169.0,135
Akr1b7,3.0,3
Agbl3,184.0,161
Tmem140,124.0,98
3110062M04Rik,219.0,148
2010107G12Rik,10.0,5
Cnot4,2600.0,920
Nup205,272.0,217
1810058I24Rik,1251.0,732
9330158H04Rik,23.0,19
Mir490,3.0,3
Dgki,181.0,108
Creb3l2,95.0,70
Akr1d1,2.0,2
Trim24,473.0,353
Atp6v0a4,20.0,16
D630045J12Rik,459.0,272
Zc3hav1l,56.0,37
Ttc26,203.0,173
Ubn2,1408.0,778
1110001J03Rik,922.0,574
Luc7l2,3528.0,1188
Klrg2,8.0,3
Clec2l,500.0,297
Hipk2,1208.0,625
4930599N23Rik,2.0,2
Jhdm1d,1214.0,523
Rab19,4.0,4
Mkrn1,1758.0,713
Adck2,292.0,223
Mrps33,5537.0,1306
Tmem178b,310.0,232
Agk,424.0,319
E330009J07Rik,19.0,16
Wee2,3.0,3
Ssbp1,1012.0,626
Prss37,2.0,1
Clec5a,27.0,20
Mgam,13.0,12
Moxd2,3.0,3
Prss58,2.0,1
2210010C04Rik,8.0,7
Prss3,11.0,6
Gm5409,2.0,2
Prss1,6.0,6
Ephb6,916.0,393
Gstk1,399.0,291
Tmem139,2.0,2
Casp2,139.0,114
Clcn1,18.0,17
Zyx,390.0,306
Epha1,27.0,14
2010310C07Rik,2.0,2
Olfr452,2.0,2
Olfr13,2.0,1
Arhgef5,61.0,47
Nobox,2.0,1
9430018G01Rik,2.0,2
Cul1,1886.0,874
Rn4.5s_loc1,85.0,77
Rn4.5s_loc2,93.0,87
Rn4.5s_loc3,86.0,80
Rn4.5s_loc4,99.0,92
Rn4.5s_loc5,93.0,86
Rn4.5s_loc6,100.0,92
Rn4.5s_loc7,100.0,88
Rn4.5s_loc8,94.0,85
Rn4.5s_loc10,67.0,62
Pdia4,2153.0,882
Mir704,2.0,2
Zfp786,23.0,17
Zfp398,59.0,53
Zfp282,227.0,196
Zfp212,238.0,215
Zfp783,58.0,55
Zfp956,292.0,234
Zfp777,184.0,125
Krba1,268.0,209
Zfp467,338.0,189
Sspo,37.0,33
Zfp862,130.0,117
Lrrc61,213.0,182
Repin1,271.0,219
Zfp775,76.0,67
AI854703,212.0,159
Gimap8,80.0,65
Gimap9,51.0,39
Gimap1,65.0,52
Gimap5,72.0,55
Gpnmb,10.0,10
Malsu1,216.0,175
Igf2bp3,124.0,86
Tra2a,1962.0,762
Ccdc126,288.0,235
Fam221a,27.0,23
Mpp6,439.0,290
5430402O13Rik,20.0,19
4921507P07Rik,8.0,8
C530044C16Rik,6.0,5
Nfe2l3,176.0,136
Hnrnpa2b1,10587.0,1561
Cbx3,4318.0,1296
Skap2,270.0,174
Hoxa1,2.0,2
Hoxa2,2.0,2
2700086A05Rik,2.0,2
Hoxa5,3.0,2
Hoxa7,5.0,4
Hoxa9,5.0,2
Hoxa10,9.0,3
Hoxa11,2.0,2
Tax1bp1,3693.0,1212
9430076C15Rik,58.0,39
9130019P16Rik,38.0,28
Prr15,8.0,8
Scrn1,804.0,468
Fkbp14,283.0,169
Plekha8,357.0,286
2410066E13Rik,107.0,93
Znrf2,129.0,116
Ggct,1448.0,632
Gars,1521.0,650
Crhr2,16.0,12
Inmt,4.0,2
Fam188b,78.0,70
Aqp1,11.0,10
6430584L05Rik,60.0,51
Gm3279,10.0,9
Ccdc129,8.0,8
Ppp1r17,7.0,5
Pde1c,139.0,70
Lsm5,1320.0,704
Avl9,455.0,314
Nt5c3,1043.0,514
Herc6,210.0,153
Pyurf,661.0,374
Lancl2,1796.0,689
Vmn1r31,2.0,1
Abcg2,378.0,237
Fam13a,322.0,183
Tigd2,548.0,377
Gprin3,106.0,76
Mmrn1,5.0,3
A730020E08Rik,60.0,37
Ccser1,108.0,95
Grid2,75.0,66
Atoh1,2.0,2
Smarcad1,404.0,298
C130060K24Rik,5.0,3
Prdm5,81.0,76
4930544G11Rik,5.0,5
Mad2l1,124.0,104
Vmn1r37,2.0,2
Gadd45a,132.0,83
E230016M11Rik,59.0,53
Il12rb2,7.0,3
Tacstd2,5.0,5
Rpia,189.0,112
Eif2ak3,285.0,236
Thnsl2,72.0,37
Smyd1,21.0,15
Krcc1,292.0,220
Cd8a,5.0,5
Rnf103,723.0,448
Chmp3,2603.0,1089
Reep1,1175.0,500
Mrpl35,1283.0,623
Immt,2561.0,1084
Ptcd3,987.0,469
Polr1a,276.0,220
4933431G14Rik,2.0,1
Atoh8,28.0,19
Sftpb,5.0,3
Usp39,479.0,265
0610030E20Rik,265.0,218
Tmem150a,283.0,241
Rnf181,2692.0,975
Ggcx,223.0,197
Mat2a,7487.0,1373
4930414L22Rik,229.0,188
Elmod3,230.0,159
Tgoln2,940.0,525
Tcf7l1,96.0,63
Gm15401,3.0,3
Kcmf1,1323.0,574
Suclg1,3064.0,1108
4931417E11Rik,16.0,14
Gm20594,1066.0,653
Gcfc2,124.0,109
Mrpl19,1111.0,537
Eva1a,208.0,143
M1ap,4.0,4
Loxl3,42.0,38
Htra2,473.0,275
Aup1,569.0,428
Dqx1,292.0,27
Pcgf1,26.0,25
Lbx2,2.0,2
Ccdc142,31.0,30
Mrpl53,2869.0,1105
Mogs,384.0,294
Wbp1,417.0,231
Ino80b,530.0,350
Rtkn,799.0,496
Wdr54,351.0,215
1700003E16Rik,48.0,43
Dctn1,1725.0,781
Mthfd2,346.0,237
Mob1a,45.0,40
Bola3,466.0,358
Tet3,1480.0,660
B230319C09Rik,8.0,8
Dguok,816.0,450
Stambp,1444.0,645
Gm21284,6.0,6
Vax2os,2.0,2
Tex261,448.0,289
Nagk,1048.0,617
Paip2b,725.0,369
Zfml,1695.0,863
Dysf,86.0,73
Cyp26b1,77.0,41
Exoc6b,1315.0,615
Npm3-ps1,9.0,8
Emx1,245.0,171
Mir705,15.0,11
Smyd5,271.0,207
Pradc1,306.0,192
Cct7,4453.0,1280
Alms1,88.0,76
Gm4477,7.0,5
Alms1-ps2,63.0,56
Gm11128,3.0,2
Nat8,40.0,25
Cml2,20.0,9
1700019G17Rik,129.0,73
Tprkb,1318.0,733
Dusp11,2385.0,963
Tgfa,494.0,328
Fam136a,522.0,367
Snrpg,2853.0,1196
Pcyox1,1827.0,758
Tia1,1677.0,839
C87436,323.0,265
2310040G24Rik,104.0,73
Pcbp1,3368.0,1040
1600020E01Rik,142.0,116
Asprv1,18.0,13
Mxd1,461.0,269
Snrnp27,4069.0,1202
Gmcl1,788.0,364
2610306M01Rik,363.0,247
Nfu1,1370.0,774
Gfpt1,827.0,499
D6Ertd527e,4.0,3
Gkn1,12.0,6
Bmp10,3.0,3
Prokr1,9.0,4
Aplf,66.0,52
1810020O05Rik,27.0,15
Efcc1,56.0,37
Gp9,4.0,4
Rab43,149.0,102
Isy1,463.0,298
Cnbp,10526.0,1544
Hmces,306.0,238
Gm5577,87.0,77
Rab7,75.0,60
Rpn1,2081.0,982
Gata2,88.0,64
Eefsec,176.0,133
Ruvbl1,821.0,528
Sec61a1,1818.0,769
Kbtbd12,2.0,2
Abtb1,521.0,302
Podxl2,103.0,78
Gm15612,30.0,29
Mcm2,89.0,53
Tpra1,435.0,333
4933427D06Rik,3.0,2
Txnrd3,64.0,59
Chst13,4.0,2
Uroc1,2.0,2
Zxdc,241.0,204
Klf15,123.0,109
Slc41a3,55.0,49
Nup210,374.0,206
Hdac11,1614.0,775
1810044D09Rik,100.0,89
Tmem43,388.0,312
Xpc,340.0,216
Lsm3,1408.0,723
Ccdc174,917.0,604
4930590J08Rik,5.0,5
Nr2c2,1248.0,610
Mrps25,2324.0,886
Zfyve20,788.0,425
9530026P05Rik,14.0,13
Slc25a26,272.0,219
Kbtbd8,105.0,85
1700123L14Rik,10.0,9
Fam19a4,2.0,2
Tmf1,1761.0,723
Uba3,2103.0,794
Arl6ip5,897.0,556
Lmod3,12.0,5
Mitf,124.0,98
Gm765,15.0,10
Eif4e3,414.0,251
Gpr27,24.0,23
Shq1,97.0,68
Gxylt2,8.0,8
Ppp4r2,887.0,536
Gm19757,2.0,1
Il5ra,5.0,5
Trnt1,1459.0,776
Crbn,1889.0,704
Lrrn1,1452.0,644
Setmar,75.0,59
Sumf1,250.0,159
0610040F04Rik,25.0,18
Arl8b,3052.0,1071
Edem1,303.0,238
Grm7,599.0,349
Ssu2,10.0,2
Cav3,9.0,8
Rad18,109.0,79
Thumpd3,683.0,473
Gt(ROSA)26Sor,490.0,290
Setd5,1555.0,844
Lhfpl4,1130.0,461
Mtmr14,162.0,137
Brpf1,276.0,224
Ogg1,35.0,32
Tada3,407.0,248
Arpc4,1205.0,693
Ttll3,657.0,425
Jagn1,1125.0,690
Il17re,20.0,19
Il17rc,44.0,40
Creld1,634.0,406
Prrt3,288.0,166
Emc3,2397.0,913
Fancd2,78.0,54
Vhl,540.0,367
Irak2,171.0,137
Tatdn2,117.0,109
Ghrl,8.0,5
Sec13,3003.0,1029
Hrh1,131.0,110
Atg7,453.0,348
Vgll4,551.0,316
Pparg,75.0,60
Tsen2,306.0,240
2510049J12Rik,10.0,7
Mkrn2,436.0,339
Raf1,932.0,470
Cand2,24.0,22
Snora7a,98.0,64
Efcab12,46.0,33
Mbd4,235.0,160
Ift122,524.0,352
Tmcc1,1061.0,497
Fam21,1942.0,945
Zfand4,43.0,36
Olfr212,6.0,5
Zfp422,502.0,297
1700030F04Rik,2.0,2
Zfp637,1112.0,680
Zfp239,639.0,413
Hnrnpf,2417.0,1102
Csgalnact2,377.0,208
Ret,73.0,40
Bms1,626.0,346
Zfp248,160.0,108
Ankrd26,908.0,512
Cacna1c,452.0,260
4931430N09Rik,9.0,9
Dcp1b,178.0,154
Fbxl14,212.0,165
3110021A11Rik,12.0,11
Rad52,341.0,266
B4galnt3,2.0,2
Ccdc77,238.0,162
Kdm5a,1396.0,784
Il17ra,176.0,140
Cecr5,328.0,202
Cecr2,112.0,98
Bcl2l13,412.0,304
Bid,176.0,110
Mical3,1662.0,676
Pex26,157.0,132
Usp18,44.0,36
Slc6a12,2.0,2
Mug2,4.0,3
Gm10319,2.0,2
Mug-ps1,3.0,3
Klrg1,8.0,7
M6pr,2516.0,1124
Phc1,1006.0,490
Mfap5,7.0,5
Aicda,2.0,2
Gdf3,2.0,2
Foxj2,836.0,585
Clec4a4,2.0,2
Clec4b1,8.0,7
Clec4d,13.0,7
Vmn2r20,3.0,2
Pex5,871.0,421
C1rl,10.0,10
C1ra,41.0,31
C1rb,33.0,29
Gm5077,46.0,29
Lpcat3,456.0,349
Emg1,1519.0,732
Phb2,738.0,481
Spsb2,55.0,47
Usp5,1757.0,661
Cdca3,15.0,11
Gnb3,2.0,2
Leprel2,187.0,102
Lag3,4.0,3
Zfp384,278.0,226
Ing4,1269.0,764
Acrbp,79.0,68
Lpar5,2.0,1
Chd4,2091.0,945
Nop2,227.0,195
Iffo1,598.0,428
Ncapd2,137.0,100
Mrpl51,1540.0,885
Tapbpl,104.0,77
E130112N10Rik,4.0,4
Cd27,4.0,4
Tuba3a,2.0,2
Scnn1a,27.0,21
Tnfrsf1a,99.0,82
Ano2,8.0,7
Kcna5,23.0,15
Ndufa9,3179.0,1018
Akap3,2.0,2
D6Wsu163e,562.0,386
Fgf6,2.0,2
Fgf23,3.0,3
9330179D12Rik,66.0,53
D130058E03,4.0,4
Parp11,163.0,140
Efcab4b,4.0,4
Tspan11,93.0,67
9330102E08Rik,186.0,118
Tead4,13.0,6
Tulp3,264.0,156
Rhno1,332.0,205
Foxm1,8.0,7
4933413G19Rik,103.0,87
Nrip2,279.0,168
Itfg2,270.0,172
Fkbp4,1868.0,754
Gm10069,22.0,21
Pzp,3.0,3
Klrb1a,2.0,2
Klrb1,2.0,2
BC035044,11.0,7
Clec2i,7.0,6
BC064078,46.0,37
Klrb1f,4.0,4
Clec2d,65.0,48
Clec7a,13.0,9
1700101I11Rik,66.0,38
Klre1,2.0,2
Klrd1,2.0,2
Klrk1,4.0,4
Klrc3,2.0,1
Klri1,3.0,1
Klri2,3.0,1
Klra17,3.0,2
Klra13-ps,2.0,1
Magohb,474.0,289
Styk1,4.0,4
5430401F13Rik,13.0,13
2700089E24Rik,1620.0,691
Etv6,241.0,181
Lrp6,1217.0,527
Loh12cr1,453.0,364
Crebl2,98.0,83
Gpr19,611.0,364
2810454H06Rik,77.0,73
Cdkn1b,431.0,317
1190002F15Rik,8.0,5
Ddx47,790.0,543
Gprc5a,4.0,4
Gprc5d,7.0,3
8430419L09Rik,1258.0,708
Gsg1,2.0,2
Pbp2,4.0,3
Gm8994,93.0,82
E330021D16Rik,5.0,4
Atf7ip,284.0,229
Plbd1,11.0,4
Gucy2c,11.0,8
Hist4h4,177.0,92
BC049715,4.0,4
Erp27,15.0,7
Pde6h,2.0,2
Ptpro,514.0,288
Strap,1396.0,676
Dera,183.0,153
Slc15a5,2.0,2
Rergl,17.0,8
Pik3c2g,4.0,4
Plcz1,11.0,8
Plekha5,253.0,205
Aebp2,769.0,513
Pde3a,52.0,39
Gm10400,23.0,20
Slco1b2,15.0,12
Slco1a1,3.0,1
Slco1a5,20.0,14
Pyroxd1,314.0,258
Recql,311.0,185
Golt1b,554.0,390
5330439B14Rik,8.0,7
Cmas,1125.0,511
C2cd5,871.0,413
Etnk1,2926.0,972
D6Ertd474e,9.0,8
4933425H06Rik,2.0,2
Lrmp,74.0,54
Casc1,19.0,15
Lyrm5,539.0,403
Gm15706,84.0,73
1700073E17Rik,17.0,16
Ifltd1,2.0,2
Rassf8,18.0,15
Sspn,155.0,128
Asun,351.0,216
Fgfr1op2,1366.0,690
Med21,2103.0,1007
Gm6654,11290.0,1597
4930479D17Rik,2.0,2
Stk38l,360.0,267
Arntl2,12.0,11
Smco2,4.0,4
Rep15,12.0,12
Mrps35,482.0,354
Klhl42,243.0,204
Ccdc91,397.0,298
Far2,158.0,125
Ergic2,2876.0,980
4732416N19Rik,34.0,30
Gm6313,5.0,2
Ipo8,836.0,405
Caprin2,123.0,79
Mettl20,88.0,69
Amn1,1244.0,598
2810474O19Rik,454.0,318
Bicd1,719.0,462
D7Ertd143e,2.0,2
Cacng7,27.0,22
Cacng8,11.0,11
Oscar,10.0,6
Ndufa3,11163.0,1524
Tfpt,69.0,49
Prpf31,1127.0,605
Cnot3,1482.0,868
Leng1,183.0,118
Tmc4,23.0,20
Mboat7,1143.0,527
Tsen34,630.0,423
Rps9,8175.0,1559
Pirb,44.0,29
Lilra6,5.0,4
9430041J12Rik,53.0,44
D030047H15Rik,109.0,72
Leng8,597.0,408
Leng9,134.0,97
Cdc42ep5,14.0,12
Pira6,3.0,3
Rdh13,384.0,218
Eps8l1,7.0,7
D630041G03Rik,55.0,34
Ppp1r12c,1602.0,680
Tnni3,4.0,4
Ptprh,6.0,5
Tmem86b,66.0,49
Ppp6r1,663.0,361
Hspbp1,1285.0,540
Brsk1,517.0,338
Tmem150b,16.0,13
Suv420h2,455.0,368
Il11,20.0,11
Rpl28,3001.0,1191
Ube2s,450.0,322
Isoc2b,90.0,68
Isoc2a,190.0,165
Zfp628,85.0,81
Nat14,441.0,297
Ssc5d,11.0,11
Gm1078,23.0,18
Zfp579,243.0,161
Fiz1,258.0,162
Zfp524,169.0,143
Zfp865,47.0,42
Zfp784,182.0,107
Zfp580,259.0,194
Ccdc106,197.0,161
U2af2,696.0,461
Epn1,1084.0,581
Rfpl4,2.0,2
Rasl2-9,232.0,145
Gm5065,2.0,2
Vmn2r28,3.0,2
Vmn1r65,3.0,3
Nlrp4c,2.0,2
Zfp787,216.0,133
Zfp444,243.0,196
Gm6792,5.0,5
Zfp667,280.0,223
Zfp583,63.0,39
Zfp78,49.0,46
Zfp28,75.0,66
Gm16532,24.0,24
Zim1,11.0,6
Peg3os,51.0,48
Zim3,11.0,9
Aurkc,7.0,7
Zfp773,47.0,38
Zfp418,32.0,30
Zfp772,104.0,61
Vmn2r29,82.0,55
Clcn4-2,6386.0,1298
Vmn2r30,2.0,2
Vmn2r34,2.0,2
Vmn2r35,2.0,2
Vmn2r47_loc4,2.0,2
Vmn2r41,2.0,2
Vmn2r47_loc1,3.0,3
Vmn2r40,3.0,3
Vmn2r46_loc2,10.0,6
Vmn2r46_loc1,2.0,2
Vmn2r47_loc3,2.0,2
Vmn1r68,2.0,2
Zscan4a,2.0,1
Vmn1r80,3.0,3
Vmn1r83,2.0,2
Zfp551,82.0,54
Zfp606,201.0,174
Vmn2r54,2.0,2
Zfp329,1215.0,567
Zfp110,304.0,242
Zfp128,95.0,82
Zscan22,106.0,96
Rps5,7626.0,1533
2310014L17Rik,28.0,24
Zfp324,60.0,54
Zfp446,90.0,83
Slc27a5,4.0,3
Zbtb45,207.0,140
Trim28,989.0,583
Chmp2a,4614.0,1292
Ube2m,765.0,405
Mzf1,102.0,67
6330408A02Rik,192.0,123
Lig1,373.0,271
Pla2g4c,12.0,8
Cabp5,6.0,6
2810007J24Rik,2.0,1
Nlrp5-ps,4.0,4
Obox6,9.0,4
Crx,5.0,4
Crxos1_loc1,3.0,3
Gltscr2,510.0,325
Gltscr1,33.0,19
Zfp541,8.0,7
Napa,4819.0,1261
Kptn,321.0,255
Meis3,227.0,177
Dhx34,157.0,88
C5ar2,8.0,8
Ccdc9,243.0,159
Bbc3,248.0,194
Zc3h4,333.0,255
Tmem160,679.0,419
Grlf1,1447.0,605
Ceacam9,2.0,2
Slc1a5,29.0,28
Strn4,1679.0,768
Prkd2,102.0,89
Dact3,1932.0,914
Gng8,239.0,179
Ptgir,12.0,11
Pnmal1,517.0,336
Ppp5c,676.0,376
Hif3a,68.0,40
Psg16,35.0,29
Ceacam5,2.0,2
Ceacam12,4.0,4
Psg23,3.0,3
Sycp1-ps1,7.0,7
Psg17,3.0,1
Mill2,21.0,17
Ccdc61,152.0,114
Nova2,780.0,476
Nanos2,8.0,7
Mypop,261.0,203
Irf2bp1,391.0,296
Sympk,203.0,182
Rsph6a,7.0,6
Dmwd,666.0,449
Dmpk,215.0,175
Six5,27.0,20
Fbxo46,84.0,75
Qpctl,200.0,139
Snrpd2,3164.0,1172
Gipr,20.0,14
Eml2,1030.0,596
Mir330,2.0,2
Gpr4,67.0,59
Opa3,472.0,355
Ppm1n,8.0,7
Rtn2,414.0,303
Ercc1,321.0,269
Cd3eap,763.0,427
Ppp1r13l,19.0,18
Ercc2,121.0,113
Klc3,8.0,7
Ckm,3.0,3
A930016O22Rik,18.0,13
Mark4,33.0,31
Trappc6a,136.0,125
Nkpd1,7.0,7
Ppp1r37,48.0,33
Gemin7,378.0,219
Zfp296,14.0,14
Relb,105.0,71
Clptm1,956.0,472
Apoc4,3.0,2
Tomm40,491.0,278
Gm19345,16.0,15
Ceacam16,2.0,2
Pvr,115.0,86
Ceacam20,5.0,5
Gm10662_loc2,2.0,2
Gm10662_loc1,3.0,2
Zfp180,273.0,227
Zfp112,63.0,58
Zfp235,168.0,149
Zfp114,20.0,19
Zfp111,111.0,77
Zfp109,26.0,22
Zfp108,53.0,51
Zfp93,104.0,92
Zfp61,262.0,174
Zfp94,167.0,108
Kcnn4,2.0,2
Smg9,431.0,337
Irgc1,7.0,3
Cadm4,2963.0,1106
Zfp428,389.0,289
Irgq,649.0,371
Pinlyp,2.0,2
Xrcc1,243.0,196
Zfp575,97.0,63
Ethe1,265.0,215
Phldb3,9.0,7
Tex101,2.0,2
Ceacam10,19.0,17
Rps19,2391.0,998
Cd79a,9.0,9
Arhgef1,290.0,246
Rabac1,3960.0,1128
Grik5,1554.0,594
Zfp574,230.0,178
D930028M14Rik,5.0,4
Zfp526,16.0,16
9130221H12Rik,78.0,75
Cic,326.0,278
Tmem145,362.0,243
Megf8,986.0,546
Cnfn,2.0,1
4732471J01Rik,200.0,165
Lipe,140.0,86
Ceacam2,6.0,5
Atp5sl,358.0,278
B3gnt8,2.0,2
Bckdha,526.0,326
Exosc5,215.0,188
B9d2,142.0,111
Ccdc97,392.0,210
Hnrnpul1,248.0,148
Cyp2b10,4.0,3
Cyp2b13,2.0,2
Vmn1r184,2.0,2
Cyp2b19,2.0,2
Cyp2a12,3.0,2
Cyp2f2,8.0,2
Egln2,979.0,453
Rab4b,1113.0,557
Mir3101,2.0,2
BC024978,33.0,33
Itpkc,136.0,81
Adck4,209.0,180
Numbl,683.0,411
Shkbp1,230.0,151
Sertad3,182.0,147
Sertad1,394.0,283
Hipk4,12.0,12
2310022A10Rik,177.0,151
Akt2,975.0,587
C030039L03Rik,177.0,148
Zfp60,342.0,273
Gm10046,10.0,8
Zfp59,59.0,55
Zfp607,48.0,43
1700049G17Rik,124.0,86
Zfp780b,214.0,143
Gm4636,95.0,59
Psmc4,4044.0,1111
Fcgbp,3.0,3
Fbl,754.0,515
Dyrk1b,84.0,77
Eid2,681.0,399
Eid2b,254.0,202
BC089491,6.0,6
Dll3,44.0,26
Timm50,428.0,263
Rps16,11024.0,1601
AF357399,15.0,14
Med29,1306.0,636
Paf1,985.0,634
Lrfn1,22.0,22
1700028B04Rik,54.0,50
Nccrp1,4.0,3
Pak4,82.0,59
Papl,3.0,2
Fbxo27,113.0,98
Fbxo17,21.0,20
Mrps12,1838.0,739
Sars2,164.0,138
Gm6537,12.0,10
Nfkbib,329.0,224
Gm19897,40.0,22
Rinl,32.0,32
Hnrnpl,3447.0,1225
Ech1,2347.0,1003
Lgals4,14.0,13
Lgals6,24.0,21
Lgals7,7.0,7
Capn12,59.0,56
Actn4,2730.0,956
Eif3k,6223.0,1284
Map4k1,9.0,8
Rasgrp4,31.0,27
Fam98c,235.0,165
Spred3,166.0,113
Ggn,4.0,4
Psmd8,2375.0,824
Catsperg1,4.0,3
Kcnk6,40.0,26
Yif1b,792.0,552
2200002D01Rik,22.0,14
Dpf1,444.0,285
Zfp84,314.0,257
Zfp30,236.0,196
Zfp790,296.0,243
Zfp940,209.0,134
Zfp420,174.0,144
Zfp27,237.0,148
Zfp383,136.0,114
Zfp74,402.0,219
Zfp568,73.0,63
Zfp82,82.0,48
Zfp566,151.0,104
Zfp260,946.0,580
Zfp382,86.0,78
Zfp146,68.0,55
Gm5113,146.0,127
Tbcb,2023.0,871
Polr2i,1417.0,791
Wdr62,29.0,16
Alkbh6,953.0,578
Syne4,22.0,20
Lrfn3,120.0,106
Hcst,32.0,21
Nfkbid,93.0,61
Kirrel2,33.0,27
Nphs1,17.0,14
Arhgap33,870.0,420
BC053749,57.0,39
Hspb6,68.0,55
Lin37,203.0,166
Psenen,3544.0,1111
U2af1l4,1025.0,615
Igflr1,69.0,62
Kmt2b,471.0,273
Zbtb32,5.0,2
Upk1a,12.0,7
Etv2,4.0,2
Rbm42,594.0,331
Haus5,143.0,96
Atp4a,19.0,17
Tmem147,2979.0,991
Gapdhs,3.0,3
Sbsn,196.0,157
Ffar2,5.0,4
Ffar3,10.0,6
Ffar1,3.0,2
Cd22,5.0,4
Hamp,2.0,2
Fam187b,12.0,11
Lgi4,184.0,134
Fxyd3,7.0,6
Hpn,7.0,6
Gramd1a,961.0,489
Scgb2b12,2.0,2
Uba2,1795.0,699
Pdcd2l,459.0,286
Lsm14a,1091.0,521
Pepd,1217.0,685
Cebpa,145.0,95
Gpatch1,673.0,394
Rhpn2,201.0,159
C230052I12Rik,189.0,142
Cep89,198.0,160
Tdrd12,3.0,3
Rgs9bp,8.0,7
Ankrd27,504.0,363
Pdcd5,2759.0,1037
Zfp507,243.0,152
E130304I02Rik,4.0,4
1600014C10Rik,188.0,156
Plekhf1,119.0,83
Gm5591,2.0,1
Zfp939,132.0,111
Zfp619,68.0,58
Gm4884,2.0,2
Gm5592,2.0,2
AI987944,571.0,279
Vmn2r57,2.0,2
AW146154,205.0,132
Zfp788,416.0,315
Vmn2r58,2.0,2
9830147E19Rik,84.0,51
Gm5595,105.0,63
Gm2381,6.0,6
Siglec5,5.0,4
Siglecg,2.0,2
Cldnd2,6.0,6
Etfb,1797.0,958
Zfp658,53.0,48
Zfp719,276.0,219
Zfp819,3.0,3
Siglece,5.0,5
Ctu1,98.0,85
Klk11,2.0,2
Klk10,2.0,2
Klk9,8.0,7
Klk7,8.0,8
Klk1b7-ps,2.0,2
Klk1b16,2.0,2
1700028J19Rik,19.0,10
2410002F23Rik,609.0,405
Acpt,2.0,2
Clec11a,107.0,72
Shank1,208.0,174
1700008O03Rik,24.0,17
Syt3,410.0,279
Lrrc4b,818.0,456
Aspdh,36.0,35
Fam71e1,28.0,26
Mybpc2,6.0,6
Pold1,42.0,34
Napsa,9.0,9
Kcnc3,433.0,284
Myh14,498.0,241
Zfp473,2.0,2
Vrk3,457.0,337
Nup62,370.0,286
Il4i1,25.0,19
Tbc1d17,721.0,409
Akt1s1,185.0,163
Mir707,4.0,4
Pnkp,546.0,422
Med25,219.0,139
Fuz,51.0,48
Tsks,11.0,11
Prmt1,399.0,239
Gm15545,12.0,11
Bcl2l12,69.0,43
Irf3,329.0,264
Scaf1,119.0,91
Rras,176.0,134
Prrg2,152.0,117
Nosip,705.0,489
Rps11,5022.0,1304
Snord35b,2.0,2
Rpl13a,12173.0,1602
Snord35a,7.0,5
Snord34,12.0,7
Snord33,14.0,10
Mir5121,145.0,111
Snord32a,58.0,54
Flt3l,25.0,17
Aldh16a1,97.0,73
Pih1d1,460.0,322
Gm581,2.0,2
Ccdc155,62.0,44
Tead2,37.0,31
Cd37,25.0,19
1700039E15Rik,2.0,2
Trpm4,161.0,107
Hrc,17.0,15
Ppfia3,696.0,348
Mtag2,27.0,26
Snrnp70,2351.0,912
Ntf5,3.0,3
Ruvbl2,30.0,17
Gys1,309.0,245
Bax,696.0,458
Nucb1,912.0,495
Tulp2,5.0,5
Plekha4,24.0,23
0610005C13Rik,3.0,2
Bcat2,87.0,83
Mamstr,6.0,6
Fut2,17.0,12
Sec1,15.0,10
Ntn5,54.0,42
Car11,1137.0,547
Dbp,766.0,455
Rpl18,3496.0,1274
Fam83e,5.0,5
Sult2b1,31.0,31
Lmtk3,613.0,391
Cyth2,1376.0,624
Kcnj14,30.0,19
Grwd1,299.0,206
Grin2d,13.0,12
Kdelr1,726.0,513
Tmem143,129.0,105
Ccdc114,11.0,10
Abcc6,60.0,41
Nomo1,1345.0,669
Abcc8,355.0,212
Ush1c,3.0,2
