gene_identifier,n_counts,n_cells
Ddit4l,180.0,55
Cyb561d2,247.0,60
Cstf1,237.0,56
Cpne2,287.0,64
Nbeal1,181.0,53
Bloc1s6,285.0,61
Tarbp2,262.0,59
Rwdd4a,184.0,55
Aco1,346.0,64
Sema6c,337.0,61
Maoa,221.0,59
Rgl2,211.0,56
Ip6k2,524.0,68
Brf1,249.0,58
Pus7,246.0,56
Slc25a26,220.0,54
Gabpb2,148.0,51
Rfx1,264.0,58
Serac1,139.0,46
Slc39a9,285.0,61
Phka2,301.0,61
Arhgap17,287.0,59
Edc3,272.0,61
Zfp12,168.0,52
Pex1,271.0,57
Tmem150a,202.0,56
Klf4,150.0,46
Baiap2l1,122.0,45
Npy2r,163.0,52
Mn1,448.0,65
Ttll11,343.0,63
Pim3,243.0,60
Nop2,284.0,61
Usp40,137.0,45
Lin54,195.0,54
Mbd4,176.0,54
Tmem198,829.0,65
Zfp9,156.0,53
Fbxw8,283.0,61
Klhl28,190.0,52
Fbxo42,380.0,64
Tbrg4,530.0,67
Fam207a,375.0,67
Ptbp1,250.0,64
Ttc9c,171.0,51
Tapbp,182.0,53
Grid1,266.0,61
Ago4,150.0,56
Fmnl2,390.0,66
Traf3,334.0,62
Trib2,331.0,60
Tmem43,335.0,62
Gorab,190.0,59
Zdhhc7,411.0,63
Rnf219,173.0,55
Aaas,169.0,51
Tpra1,442.0,61
Lrba,170.0,52
Rrp12,470.0,65
Cyb561d1,169.0,49
Bcar1,566.0,68
Dpp8,260.0,59
Slc15a4,248.0,58
Fbn1,183.0,54
Tsen2,281.0,60
Heatr1,176.0,52
Ttc17,316.0,61
Fam217b,552.0,65
Recql,205.0,57
Spty2d1,236.0,57
Pcyox1l,376.0,66
Ell2,192.0,53
Zfp236,243.0,58
Chrnb2,265.0,58
Pak6,374.0,64
Kdm6b,273.0,62
Urm1,284.0,65
Wdr44,106.0,44
Sike1,207.0,56
Zfp317,238.0,55
Ap5m1,184.0,54
Nanos1,232.0,54
Gsr,265.0,61
Arsa,267.0,60
Zswim1,270.0,62
Tmem74,301.0,58
Pcif1,401.0,63
Phkb,203.0,57
Csgalnact1,252.0,60
Ciz1,486.0,66
Ntn3,174.0,54
Zc3h4,473.0,61
Ltbp4,556.0,69
Spice1,215.0,61
Sh3pxd2a,299.0,60
Slc39a13,331.0,63
Lig3,236.0,56
Slc7a3,149.0,51
Nufip1,264.0,58
P4ha2,171.0,56
Lmf1,326.0,64
Man2a1,110.0,45
Trmt10b,150.0,50
Pacrg,304.0,61
Sec24a,108.0,45
Ltk,202.0,56
St3gal3,223.0,57
Nab2,377.0,63
Mccc1,168.0,51
Prmt3,280.0,60
Mid1ip1,582.0,67
Rasl10b,523.0,63
Slc9a9,216.0,60
Ubap1,395.0,68
Abca8b,189.0,51
Cnnm3,154.0,56
Rbpj,168.0,55
Tspyl2,488.0,66
Rnpepl1,365.0,68
Abca1,148.0,50
Scaf4,250.0,58
Pde1b,629.0,66
Fbrs,469.0,65
Scrt1,966.0,67
Usp3,126.0,47
Unkl,287.0,58
Tnks1bp1,542.0,61
Pds5a,245.0,60
Crtc2,238.0,58
Cog2,238.0,60
Zfp142,108.0,40
Pltp,832.0,66
Ss18,131.0,51
Nup205,207.0,59
Zfyve16,198.0,52
Ubash3b,241.0,57
Smg9,394.0,60
Slain2,274.0,60
Fchsd2,144.0,52
Pgd,313.0,63
Npr2,214.0,57
Cbx7,169.0,52
Cln8,153.0,51
Ttf1,211.0,55
Dhcr7,533.0,69
Zfp36,115.0,48
Ick,170.0,51
Tsc22d4,305.0,63
Plekha8,137.0,51
Ap4e1,144.0,46
Apaf1,242.0,52
Dennd1b,175.0,52
Smcr8,331.0,62
Trub2,260.0,55
Fam76b,135.0,47
Mto1,204.0,53
Adamts3,227.0,57
Axin1,370.0,66
Zfp629,204.0,51
Slc35e4,224.0,58
Aldh1b1,398.0,64
Mgat4b,494.0,68
Cdc7,242.0,59
Slc39a14,174.0,52
Mmp24,325.0,61
Ncoa3,383.0,63
Myh7,107.0,44
Mdm4,165.0,52
Ctns,239.0,59
Cnot11,202.0,54
Rab33b,187.0,57
Mon1a,258.0,59
Htr4,174.0,55
Lrrk2,200.0,58
Tmem115,335.0,61
Zfp444,226.0,61
Pcgf3,278.0,61
Mllt1,365.0,63
Pacs2,416.0,63
Pmm2,283.0,62
Zfp84,160.0,53
Rreb1,262.0,57
Crtc3,209.0,58
Pik3ip1,420.0,65
Stk11ip,321.0,63
Itgbl1,165.0,58
Wnt7b,281.0,60
Nt5dc2,135.0,45
Golim4,188.0,57
Utp23,231.0,56
Tmem44,314.0,65
Sgpl1,202.0,56
Lnpep,207.0,61
Llgl1,335.0,64
Gtf2e1,281.0,60
Wwc1,802.0,68
Cpne3,148.0,51
Pik3c2b,266.0,60
Man1c1,300.0,63
Trit1,161.0,52
Tmem185b,167.0,57
Zmym1,259.0,57
Zdhhc24,261.0,60
Tsga10,144.0,49
Scarb2,435.0,68
Nars2,193.0,54
Cc2d1b,292.0,63
Nol9,154.0,50
Dusp28,211.0,56
Donson,144.0,53
Nhlrc1,222.0,57
Lrfn2,371.0,63
Fmnl1,959.0,69
Eefsec,248.0,58
Xrcc1,294.0,59
Rab36,218.0,56
Trmu,262.0,62
Slc9a4,200.0,52
Uvrag,309.0,60
Adcy5,536.0,64
Pogk,270.0,62
Zfp592,311.0,60
Dck,135.0,47
Cars2,274.0,59
Coro1a,1058.0,67
Aph1a,250.0,62
Wdr78,187.0,55
Gpatch2,186.0,54
Cuedc1,458.0,68
Kdm4a,580.0,65
Lrwd1,209.0,56
Ptcd1,379.0,65
Cald1,181.0,52
Klhl21,230.0,56
Wdr92,155.0,52
Ppp1r15a,244.0,62
Cebpd,122.0,45
Zik1,195.0,55
Hmgcll1,153.0,55
Dgki,359.0,62
Pcdh1,1581.0,70
Pik3cd,287.0,59
Alg3,268.0,60
Furin,324.0,65
Zfp830,192.0,54
Pxk,154.0,52
Xpo5,457.0,66
Taf5l,211.0,58
Gxylt1,102.0,42
Tceanc2,150.0,48
Hsf1,436.0,67
Acp6,283.0,61
Ehbp1l1,192.0,56
Tab1,149.0,51
Golph3l,240.0,56
Kif22,146.0,53
Abcb10,267.0,62
Rbmx2,213.0,56
Trim11,426.0,65
Abcd2,160.0,54
Iqce,270.0,58
Med12,234.0,55
Rpa2,229.0,57
Zfp954,203.0,62
Rfc5,190.0,55
Usp13,216.0,56
Dennd2a,223.0,59
Mapk7,317.0,62
Slc19a2,197.0,50
Tmod1,494.0,66
Zfp780b,161.0,55
Tmem97,322.0,64
Casp9,258.0,64
Slc5a5,144.0,46
Asxl3,184.0,57
Pgpep1,197.0,56
Fkbp15,246.0,57
Timp3,291.0,64
Sft2d3,193.0,52
Zfp692,199.0,54
Ppif,283.0,60
Htr1f,130.0,49
Sdc4,559.0,68
Kcnq3,557.0,66
Smad5,183.0,55
Mthfd1l,180.0,54
Sorcs1,356.0,62
Senp1,148.0,50
Igfbp5,677.0,65
Slc7a5,636.0,67
Adra2a,208.0,56
Far2,299.0,61
Cyb5d2,153.0,50
Kcnab3,333.0,61
Hemk1,165.0,50
Unc119b,248.0,58
Qser1,150.0,49
L2hgdh,205.0,57
Ankrd49,283.0,58
Pde7a,209.0,61
Ift140,145.0,51
Csgalnact2,145.0,52
Krba1,156.0,51
Amer3,387.0,64
Gss,275.0,60
Kcnc4,640.0,66
Mpzl1,329.0,63
Pus10,134.0,50
Pard3,239.0,60
Tmem88b,282.0,51
Tdp1,314.0,63
Bcorl1,308.0,61
Ccdc86,183.0,47
Ulk3,247.0,60
Tubgcp4,233.0,58
Smg8,297.0,61
Tmem231,152.0,52
Zfp235,261.0,57
Qpctl,301.0,64
Arhgef1,404.0,65
Doc2a,789.0,67
Kdm5d,156.0,53
Zgpat,321.0,61
Rasd2,510.0,60
Crocc,301.0,61
Pla2g6,366.0,62
Amacr,279.0,63
Pde3b,165.0,54
Cep78,186.0,51
Nckap5,140.0,47
Abcd4,163.0,51
Zw10,183.0,49
Sox8,440.0,63
Igsf3,225.0,60
Slc25a42,398.0,64
Ddx51,204.0,55
Gabrg1,125.0,46
Dnajc28,205.0,52
St5,297.0,65
Sema4g,213.0,52
Zfp574,255.0,56
Tmem63c,417.0,62
Soat1,160.0,51
Ano8,399.0,65
Ell,211.0,60
Chic2,190.0,53
Mdm1,123.0,48
Hirip3,251.0,59
Slc22a15,124.0,45
Hrasls,128.0,47
Trp53i11,715.0,64
Gpsm2,259.0,61
Atf3,228.0,54
Idh2,412.0,63
Arvcf,259.0,57
Tstd2,154.0,52
Cers6,180.0,53
Elmsan1,284.0,61
C2cd3,171.0,49
Hdac7,155.0,53
Tmem181b.ps,772.0,66
Smc4,220.0,57
Slc16a7,110.0,43
Zbtb6,127.0,50
Gfra2,291.0,55
Trim36,198.0,56
Ap4b1,216.0,55
Lrrtm3,104.0,46
Map2k3,273.0,61
Csf2ra,160.0,44
Eepd1,191.0,53
Lysmd3,100.0,45
Fdxr,250.0,58
Rftn1,155.0,51
Ankrd13a,240.0,60
Fkbp9,262.0,62
Osbpl3,206.0,55
Cep63,226.0,55
Kctd12b,115.0,41
Rhobtb3,180.0,56
Pacsin2,298.0,60
Nlrx1,241.0,60
Lrriq1,180.0,51
Tbc1d30,559.0,66
Bag2,198.0,56
Cenpt,218.0,55
Lrfn3,415.0,62
Eaf1,199.0,58
Gtf3c5,247.0,63
Snip1,239.0,63
Ssfa2,162.0,56
Rab31,306.0,63
Zfp777,334.0,61
Ccdc88c,193.0,56
Ccnt1,227.0,60
Gprin3,224.0,58
Zbtb1,176.0,54
Dact2,651.0,62
Hdac10,206.0,52
Ddah1,278.0,57
Pla2g16,187.0,55
Zfp553,301.0,61
R3hcc1,416.0,62
Grm2,828.0,57
Setd6,219.0,57
Plk3,302.0,54
Bbs2,225.0,55
Gm9899,257.0,57
Cygb,451.0,63
Lbr,224.0,58
Adra1d,372.0,56
Mtmr14,301.0,63
Pde12,169.0,51
Dcp1a,258.0,60
Srl,186.0,52
Zfp668,346.0,66
Alg9,119.0,43
Sh3bgrl2,158.0,49
Qsox1,390.0,62
Iglon5,705.0,67
Cdan1,217.0,61
Zfp518b,248.0,58
Cebpa,273.0,63
Dbr1,244.0,57
Ankrd9,197.0,54
Dfna5,223.0,54
Elmod3,213.0,56
Atad2,151.0,48
Slc35c1,304.0,60
Aars2,313.0,62
Tbc1d8,282.0,61
Trp53,309.0,62
Axin2,290.0,60
Trhde,314.0,64
Zcchc3,206.0,56
Dcun1d3,123.0,50
E2f6,196.0,51
Zswim3,144.0,45
Plxna3,223.0,58
Fance,389.0,62
G6pdx,307.0,62
Garnl3,759.0,63
Grik4,402.0,59
Fam198b,166.0,55
P2rx4,386.0,62
Ikzf2,153.0,53
Simc1,119.0,43
Gdpgp1,138.0,51
Eps8,316.0,64
Irf3,167.0,53
Rfx5,217.0,55
Foxred2,228.0,55
Top3b,214.0,58
Ptprt,474.0,65
Ttll12,216.0,59
Adamtsl1,164.0,49
Fgf9,164.0,53
Tbccd1,160.0,49
Clp1,172.0,57
Sirt1,168.0,48
Map3k5,388.0,63
Lix1l,236.0,56
Egfl6,98.0,44
Chadl,225.0,54
Polr3c,271.0,55
Lss,231.0,57
Actn2,204.0,54
Dpyd,201.0,57
Dctd,138.0,47
Slc29a3,196.0,55
Polk,135.0,51
Samd14,210.0,59
Galnt14,204.0,52
Dph1,128.0,48
Spry3,207.0,55
Rrp8,181.0,55
Zfp212,249.0,59
Itga6,220.0,57
Paqr9,568.0,68
Slc25a37,223.0,55
Ilvbl,246.0,54
Slc29a2,221.0,60
Pola1,236.0,57
Slc6a9,320.0,65
Dclre1a,145.0,48
Cep192,144.0,46
Gpatch2l,383.0,62
Kitl,131.0,49
Ccdc77,170.0,60
Med26,337.0,63
Lrrc61,231.0,58
Nol3,311.0,61
Tbc1d20,246.0,63
Tbl2,288.0,60
Txnl4b,224.0,58
Bag3,147.0,50
Zfp280b,304.0,59
Chrna4,398.0,57
Syngap1,3857.0,70
Gltp,167.0,46
Kcnn1,196.0,53
Wars2,144.0,51
Setd4,116.0,51
Pitpnm3,513.0,65
Cdc42ep3,371.0,63
Zfp316,199.0,52
Ephb1,437.0,66
Pcsk5,195.0,50
Pllp,292.0,58
Mad2l1bp,213.0,57
Serinc2,203.0,53
Shb,204.0,55
Tmem120b,201.0,59
Pfkfb4,183.0,53
Serpinh1,200.0,56
Clec11a,214.0,59
Ttc38,155.0,52
Gfra1,157.0,53
Rxrg,161.0,54
Zfp784,238.0,56
Hcrtr2,334.0,58
Harbi1,229.0,55
Csf1r,352.0,61
Tmem144,136.0,47
Tmbim1,305.0,62
Zmynd10,203.0,54
Ppp2r1b,157.0,48
Gab2,244.0,56
Necab3,767.0,63
Cln6,192.0,58
Casp3,165.0,53
Ccdc134,200.0,57
Sars2,192.0,56
Wdr91,315.0,66
Tti2,287.0,63
Abhd5,191.0,53
Tnfaip3,168.0,51
Eif4ebp2,447.0,63
Polr3g,179.0,59
Slc24a4,322.0,60
Zfp248,151.0,51
Ring1,345.0,63
Armc5,236.0,63
Dph2,151.0,48
Itpr2,235.0,60
Plekhm1,325.0,60
Fam84b,156.0,48
Fem1c,209.0,56
Spef1,146.0,48
Metrnl,119.0,40
Arhgef6,125.0,49
Pigm,148.0,50
Btbd19,140.0,53
Rab27a,174.0,55
Rbak,125.0,47
Sema5a,469.0,67
Ccdc166,106.0,43
Rad51ap2,170.0,52
Slc25a20,151.0,56
Mtss1l,1141.0,70
Prom1,206.0,59
Myo1c,209.0,58
Dock6,207.0,57
Klhdc9,184.0,52
Cnnm4,278.0,55
Xkr6,281.0,63
Vcam1,158.0,57
Ikzf4,275.0,59
Trib1,332.0,64
Nxpe4,147.0,55
Abcg2,182.0,57
Fat1,221.0,57
Bud13,146.0,53
Emp2,253.0,59
Abhd4,299.0,64
Slc35d1,153.0,50
Szrd1,234.0,57
Nupl2,119.0,50
Utrn,265.0,64
Scrib,298.0,62
Fstl4,365.0,57
Itih5,256.0,57
Naga,188.0,60
Plekhh3,222.0,54
Srebf1,330.0,64
Aff1,298.0,56
Tbck,209.0,60
Ipp,166.0,56
Sema4c,336.0,63
Klc4,304.0,62
Clip2,1712.0,70
Hcn2,1254.0,69
Ttyh2,419.0,67
Zfp11,165.0,53
Homez,136.0,51
Ercc8,137.0,48
Bcas1,691.0,66
Zc3h12c,178.0,55
Cd36,159.0,46
Gjb6,470.0,68
Mzf1,203.0,55
B3gntl1,88.0,36
Gpn2,243.0,60
Thg1l,124.0,51
Ccm2,457.0,66
Zfp787,479.0,67
Tbc1d12,100.0,42
Nup98,248.0,62
Rtel1,177.0,53
Bmp2,266.0,60
Prr18,224.0,58
Carhsp1,193.0,57
Efcab2,212.0,57
Dhx34,172.0,51
Pafah2,184.0,54
Ddx59,114.0,47
Slc7a10,412.0,64
Sfxn2,153.0,54
Zhx3,672.0,69
Tmem177,226.0,62
Prkab1,182.0,50
Pqlc2,220.0,54
Scly,315.0,61
Plagl2,164.0,54
Maob,234.0,58
Tspan15,152.0,52
Nfya,206.0,54
Sp2,272.0,63
Atp11c,157.0,51
Tmem104,257.0,59
Rhpn1,178.0,51
Nfxl1,124.0,45
Ints7,158.0,53
Zdhhc15,346.0,63
Cecr2,174.0,49
Caprin2,168.0,49
Rabep2,216.0,57
Slc35a3,169.0,51
Tatdn2,403.0,62
Engase,291.0,61
Dennd4c,178.0,55
Rxra,141.0,50
Kcnn3,206.0,59
Enpp6,135.0,45
Fam219a,1109.0,68
Tmem163,222.0,57
Bean1,115.0,46
Bak1,328.0,62
Pamr1,284.0,64
Alg8,106.0,45
Mtap,149.0,50
Gpr75,279.0,64
Vav3,230.0,59
Samhd1,212.0,62
Nipal2,172.0,56
Morn1,299.0,63
Zfp551,148.0,48
Sema4b,226.0,58
Kctd9,179.0,53
Btbd7,242.0,58
Fdxacb1,341.0,61
Ksr2,445.0,63
Traf6,279.0,58
Pms1,134.0,47
Slc1a6,180.0,55
Gpr17,398.0,61
Invs,238.0,57
Rhbdf1,227.0,60
Kctd21,248.0,63
Ube2j2,188.0,55
Ranbp17,201.0,57
Grik1,196.0,56
Maf,250.0,58
Jag2,232.0,61
Lhfpl2,159.0,54
Pdzrn3,514.0,63
Cdca4,204.0,56
Cdc25a,171.0,54
Zfp13,208.0,55
Dlk1,132.0,42
Brinp3,374.0,61
Zbed3,213.0,57
Cbln1,161.0,48
Adamts4,179.0,52
Tsen54,247.0,60
Clgn,145.0,47
Zfp408,182.0,54
Arhgef10,278.0,63
Pcsk1,277.0,56
Cbln2,182.0,53
Nyap2,495.0,66
Rab11fip4,1530.0,68
Mitf,121.0,47
Dap,312.0,60
Krt79,146.0,50
Plch1,195.0,58
Gramd4,229.0,55
Raver1,351.0,64
Sh3kbp1,116.0,48
Rsad1,222.0,59
Ankrd34b,280.0,60
Brca2,240.0,61
Calhm2,192.0,57
Suv39h2,175.0,48
Plekha2,157.0,52
Poll,217.0,59
Slc25a32,130.0,49
Chac1,200.0,55
Trp53inp1,193.0,56
Tldc1,153.0,54
Hps1,272.0,60
Cd276,181.0,56
Trim62,370.0,65
Kdr,98.0,44
Has3,309.0,63
Fchsd1,184.0,52
Afap1l1,317.0,60
Cbln4,100.0,47
Rin2,173.0,59
Gcfc2,203.0,58
Tns3,409.0,66
Zfp398,171.0,53
Sun2,232.0,60
Galns,210.0,55
Zfp324,208.0,54
Zcchc24,447.0,65
Frmd5,157.0,55
Gpc3,144.0,53
Zfp449,124.0,49
Map3k11,390.0,66
Tcirg1,172.0,55
Wwtr1,152.0,52
Lamp3,104.0,42
Smoc2,175.0,56
Heatr5a,224.0,54
Carf,256.0,59
Pcolce2,110.0,45
Ston2,181.0,53
Myo16,295.0,56
Rgs16,226.0,53
Armc2,161.0,56
Yap1,201.0,54
Zfp128,109.0,45
Slc2a9,124.0,43
Zfp219,296.0,61
Grk5,256.0,58
Ctnnal1,127.0,43
Ablim3,273.0,56
Clic5,141.0,49
Dusp4,202.0,56
Naglu,247.0,57
Lnx2,166.0,53
Slc9a7,215.0,55
Cad,229.0,59
Hes6,377.0,64
Phactr2,160.0,53
Plekhh1,122.0,39
Rcor2,322.0,58
Gsg1l,383.0,62
Mrs2,298.0,60
Pdgfc,166.0,48
Nfil3,290.0,65
Sesn3,584.0,66
Decr1,235.0,56
Ctdsp1,213.0,60
Nek7,264.0,60
Fzd1,193.0,56
Lrrc3,239.0,56
Efcc1,175.0,53
Tmem88,199.0,54
Ccdc159,192.0,56
Ttc7,166.0,57
Dock11,132.0,46
Klf5,206.0,56
Gpr137c,152.0,53
Pmp22,238.0,64
Spidr,121.0,49
X1700001l05rik,151.0,49
Slc26a10,183.0,55
Phf7,169.0,53
Eda,195.0,52
Ccdc141,180.0,55
Tex9,171.0,51
Sox10,336.0,55
Gjc2,351.0,52
Smad9,180.0,50
Tmem121,389.0,65
Fancg,216.0,54
Gpld1,160.0,44
Ldhd,222.0,58
Gal3st1,346.0,59
Hsd3b7,158.0,50
Zbtb40,198.0,56
Lipt1,201.0,56
Xylb,172.0,50
Bcat2,207.0,55
Pde11a,135.0,49
Adam1a,253.0,59
Pde5a,111.0,44
Cdc14b,138.0,48
Ccdc61,138.0,49
Chsy3,264.0,61
Frmd8,247.0,64
Ccdc151,156.0,51
Kcns1,233.0,51
C1qtnf6,195.0,54
Nkiras2,203.0,55
Plce1,204.0,54
Gpt,308.0,64
Cry1,263.0,60
Padi2,245.0,54
Msc,140.0,45
Arsj,156.0,53
Rpusd2,113.0,40
Cdc42ep2,334.0,64
Slc9a5,215.0,50
Ccl28,157.0,48
Rps6ka6,187.0,54
Prcp,149.0,45
Slc22a4,194.0,57
Irak2,212.0,58
Slc16a13,160.0,55
Hlcs,165.0,51
Tcf7l2,213.0,53
Tshz1,330.0,61
Anks6,274.0,62
Agtrap,286.0,60
Slc7a2,152.0,50
Kctd16,855.0,65
Esrrg,147.0,50
Phf21b,277.0,58
Dlx6os1,133.0,54
Zbtb3,140.0,46
Plekha7,253.0,58
Myo1e,307.0,63
Abcc10,186.0,54
Sh2b3,188.0,57
Peli2,125.0,54
Fam189a2,174.0,54
Stom,173.0,54
Rnf180,152.0,54
Zfp28,217.0,56
Ido2,104.0,42
Rai2,319.0,61
Palld,210.0,55
Rnf217,222.0,60
Pnoc,138.0,50
Pla2g4e,236.0,58
Glis2,200.0,55
Kctd8,242.0,55
Samd11,125.0,49
Aldob,174.0,54
Chaf1a,297.0,59
Hfe,115.0,44
Thbd,182.0,53
Ccdc80,168.0,53
Mcf2,156.0,51
Dgka,186.0,59
Amigo2,224.0,58
H6pd,187.0,55
Ubl7,797.0,69
Rffl,186.0,53
Cpt1a,361.0,68
Ushbp1,205.0,60
Carns1,304.0,63
Aplf,216.0,55
Elf1,123.0,45
Pi4k2b,112.0,47
Zscan29,154.0,55
Slc37a1,364.0,60
Myo19,151.0,50
Slc22a8,284.0,61
Nos3,110.0,46
Blnk,212.0,54
Sesn2,267.0,61
Klhl4,134.0,46
Aldh1l1,483.0,66
Kcnh2,380.0,57
Fzd2,207.0,57
Rbbp8,216.0,56
Pls1,179.0,56
Atg9b,101.0,40
Stk17b,106.0,40
Prkd2,177.0,54
Dock1,192.0,52
Gpr173,279.0,58
Otud3,477.0,66
Entpd2,156.0,46
Adam8,191.0,52
Fcrls,205.0,52
Kdm8,196.0,55
Glyctk,213.0,59
Ttc34,162.0,51
Slc32a1,649.0,62
Shcbp1l,140.0,45
Fbxl7,120.0,42
Bmp3,181.0,55
Nfkbid,164.0,51
Timeless,155.0,50
Phactr4,168.0,55
Ppp1r3d,189.0,59
Klhl25,217.0,59
Haus6,151.0,53
Tekt1,127.0,47
Notch2,117.0,50
Edn1,308.0,60
Pnpla2,234.0,57
Syt9,129.0,47
Swsap1,241.0,60
Itga9,111.0,48
Rnf152,187.0,56
Tek,205.0,57
Trabd2b,238.0,58
Cdc42ep1,322.0,57
Nos1,188.0,50
Ctgf,370.0,58
Gjc1,244.0,61
Pdpr,214.0,61
Xrcc2,153.0,48
Hspg2,204.0,54
Gk5,171.0,51
Zfp275,226.0,56
Sertad3,124.0,44
Ccno,243.0,58
Aurka,197.0,58
Egr3,919.0,66
Adamts7,158.0,51
Ttc12,206.0,57
Rarg,211.0,58
Phkg1,224.0,60
Kcnj14,201.0,50
Idua,236.0,50
Abcd1,304.0,61
Rapgef3,195.0,58
Ppm1m,142.0,49
Gpr137b,194.0,57
Pak4,171.0,61
Hykk,146.0,55
Itgb5,543.0,68
Akap12,269.0,62
Igsf9b,958.0,68
Gpam,404.0,68
Foxp2,277.0,57
Mgat5,812.0,68
Papss2,183.0,52
Det1,120.0,48
Plekhf2,121.0,50
Nfe2l3,179.0,54
Cenpo,199.0,56
Trpc3,263.0,54
Creb3l3,111.0,46
Foxj1,168.0,50
Pald1,229.0,63
Ppp1r37,789.0,68
Slc26a2,166.0,52
Galnt6,132.0,50
Bace2,289.0,63
Tap2,159.0,50
Itga10,118.0,44
Megf10,214.0,57
Hvcn1,158.0,55
Lrrc46,134.0,47
Adamts16,328.0,61
Ehd4,213.0,57
Parp3,143.0,49
Tcn2,200.0,58
Cenpj,93.0,37
Racgap1,233.0,60
Olfml1,122.0,50
Mcc,264.0,58
Gpatch3,232.0,56
Styk1,193.0,57
Oplah,276.0,60
Wnt5a,167.0,50
Tapbpl,173.0,53
Nrl,82.0,41
Pabpc5,151.0,52
Ascl1,155.0,53
Iqca,98.0,40
Nid1,271.0,58
Arhgap10,316.0,63
Ctsh,116.0,46
Mcm5,206.0,55
Cdca7l,191.0,53
Gja4,235.0,57
Adarb2,311.0,57
Arg2,239.0,58
Edn3,166.0,52
Lamb2,259.0,61
Stpg1,124.0,43
Shc1,111.0,41
Kdelc2,226.0,60
Crhr2,115.0,42
Socs3,163.0,52
Nkd1,264.0,62
Stat5b,196.0,56
Fam161a,194.0,52
Gdf10,217.0,62
Sec1,117.0,48
Atp10d,201.0,58
Stk36,208.0,57
Vit,212.0,55
P2ry14,105.0,45
Gjb1,157.0,50
Pxdc1,227.0,57
Tnxb,192.0,55
Sema3d,159.0,52
Zfp526,217.0,58
Igbp1b,140.0,50
Txnrd3,162.0,56
Phldb2,118.0,45
Pard6g,173.0,51
Vwa3a,143.0,45
Gsap,166.0,52
Tha1,229.0,57
Kank1,193.0,55
Adhfe1,141.0,49
Rhobtb1,123.0,42
Nqo2,116.0,45
Gm973,190.0,54
Lrp4,463.0,69
Lrfn1,477.0,63
Fgd6,187.0,52
Map3k1,219.0,57
Lrrc56,159.0,54
Steap2,193.0,55
Maats1,96.0,38
Col6a3,133.0,47
Zscan20,200.0,57
Grip2,160.0,53
Sdk2,541.0,68
Ano1,156.0,55
Rcan3,251.0,57
Plcd4,214.0,59
Zfp568,189.0,51
Wdhd1,187.0,53
Polh,150.0,54
Fam222a,186.0,54
Efs,208.0,58
Rimbp3,183.0,53
Cntn6,230.0,56
Pla2g3,99.0,47
Abi3bp,215.0,55
Parp4,158.0,51
Adora2b,164.0,56
Hmcn1,213.0,62
Sod3,304.0,58
Dnd1,167.0,52
Atp10a,241.0,60
Abtb2,248.0,60
Pik3r6,201.0,54
Scd4,137.0,49
Trip10,156.0,52
Ankrd1,123.0,43
Pax6,194.0,58
B3gnt8,168.0,58
Krt73,116.0,47
Kdm4d,157.0,53
Birc3,141.0,48
Elk3,223.0,58
Adamts17,167.0,57
Myo1h,241.0,57
Syndig1l,128.0,42
Zwilch,139.0,50
Ptgfrn,436.0,63
Naif1,147.0,49
Lca5l,99.0,44
Col27a1,200.0,57
Bicc1,166.0,55
Npas1,340.0,53
Tmem196,430.0,64
Madcam1,201.0,57
Cobll1,149.0,52
Megf6,223.0,54
Tceanc,206.0,52
Ntn1,127.0,47
Mak,120.0,44
Ccnjl,117.0,48
Rest,140.0,49
Nipal4,128.0,47
Mreg,160.0,49
Nxn,156.0,53
Cpne9,415.0,64
Cdh5,190.0,55
Arhgap24,183.0,57
Mocs1,194.0,58
Kif7,194.0,55
Prrx1,245.0,57
Gbp7,141.0,51
Svil,344.0,59
Tap1,173.0,55
Entpd3,186.0,54
Erap1,147.0,52
Plekhd1,119.0,49
Hey2,225.0,59
Ccdc15,193.0,52
Gm6815,163.0,54
Col16a1,226.0,55
Insc,150.0,56
Eif2ak2,159.0,55
Fhl4,113.0,47
Gpr3,232.0,56
Rgsl1,112.0,40
Mtbp,180.0,53
Cradd,129.0,46
Gpr153,316.0,62
Fbxl21,237.0,61
Snx8,256.0,60
Tmem215,196.0,52
Baz1a,171.0,51
Tbx3,150.0,51
St8sia2,132.0,49
Npc1l1,199.0,55
Rtbdn,182.0,55
Rhbdd1,185.0,56
Slfn5,87.0,39
Kcnj8,229.0,55
Arhgap6,159.0,49
Scrt2,220.0,57
Nhlrc3,184.0,55
Hapln3,123.0,42
Fzd6,191.0,58
Smtn,249.0,62
Sntg2,143.0,46
Micalcl,149.0,46
Il1r1,128.0,45
Mybph,134.0,43
Gm10432,107.0,42
Pld1,96.0,38
Coch,102.0,39
Asap3,139.0,49
Uba7,157.0,47
Etnk2,165.0,48
Trpc6,204.0,53
Mmrn2,195.0,54
Inpp5d,160.0,48
Whrn,252.0,61
Best1,175.0,54
Atp2c2,120.0,48
Cage1,185.0,54
Gli3,167.0,56
Stox1,136.0,51
Mboat1,146.0,48
Epha8,182.0,54
Adamts5,216.0,53
Trim25,197.0,55
Zfp69,163.0,55
P4ha3,137.0,49
Dock5,186.0,51
Nynrin,232.0,62
Fkbp10,286.0,61
Tes,139.0,55
Pi15,161.0,55
Il16,147.0,48
Gm10536,130.0,45
Bmp4,156.0,51
Nes,175.0,57
Plekhn1,210.0,57
Wdfy4,158.0,50
Kiss1r,124.0,45
Btc,141.0,51
Emp1,120.0,47
