gene_identifier,n_counts,n_cells
Rhoq,242.0,62
Rhot1,122.0,47
Ribc1,109.0,41
Ric8b,143.0,50
Rilpl1,363.0,63
Rilpl2,245.0,59
Rimbp2,386.0,63
Rimkla,149.0,49
Rimklb,141.0,50
Rin3,259.0,61
Rinl,116.0,48
Riok3,216.0,58
Ripk1,202.0,56
Ripk2,181.0,53
Ripk3,285.0,63
Ripk4,165.0,53
Rit1,329.0,62
Rmnd5a,166.0,57
Rnasel,159.0,53
Rnf122,183.0,56
Rnf139,172.0,55
Rnf144a,225.0,59
Rnf144b,159.0,58
Rnf146,412.0,65
Rnf150,244.0,57
Rnf167,501.0,68
Rnf169,205.0,56
Rnf185,259.0,57
Rnf20,348.0,62
Rnf208,558.0,64
Rnf215,223.0,62
Rnf216,231.0,56
Rnf222,137.0,49
Rnf24,320.0,63
Rnf31,175.0,51
Rnf40,318.0,62
Rnf43,139.0,46
Rnf44,256.0,60
Rnft2,317.0,61
Rnh1,313.0,62
Rnpep,409.0,67
Robo1,221.0,59
Robo2,359.0,61
Robo4,254.0,59
Ror2,136.0,46
Rorb,226.0,55
Rp1l1,135.0,50
Rpa1,437.0,66
Rpgrip1,149.0,53
Rpl7l1,272.0,60
Rpn1,129.0,47
Rprd1a,282.0,60
Rps6ka2,354.0,61
Rps6ka3,249.0,59
Rps6ka4,244.0,56
Rps6ka5,247.0,56
Rps6kc1,440.0,64
Rps6kl1,354.0,62
Rrnad1,157.0,55
Rrp7a,317.0,58
Rrs1,307.0,63
Rsad2,167.0,52
Rsbn1,158.0,51
Rsbn1l,203.0,56
Rsf1,348.0,69
Rspo1,204.0,53
Rspo3,178.0,55
Rtf1,191.0,58
Rtl1,157.0,52
Rtn4r,1122.0,65
Rtp2,119.0,52
Rttn,179.0,53
Rundc3a,1306.0,69
Rundc3b,261.0,60
Rusc1,1637.0,66
Rxfp2,266.0,63
Rxfp3,166.0,55
Ryr3,152.0,50
S1pr4,245.0,56
Saal1,229.0,63
Sacs,258.0,64
Safb2,404.0,65
Sall1,194.0,58
Sall3,248.0,61
Samd7,161.0,51
Samm50,763.0,70
Sap130,315.0,64
Sapcd2,107.0,44
Sar1a,315.0,62
Sars,109.0,39
Sart3,202.0,58
Sash3,93.0,41
Sass6,131.0,48
Sbf1,443.0,65
Sbf2,80.0,36
Scaf11,195.0,57
Scai,217.0,58
Scap,276.0,61
Scara3,225.0,60
Scin,143.0,52
Scmh1,386.0,66
Scml2,122.0,51
Scn1a,159.0,55
Scn4b,259.0,57
Scn7a,112.0,50
Scn9a,163.0,52
Scnn1b,187.0,52
Scube2,171.0,55
Sdc3,521.0,67
Sdhaf2,230.0,60
Sdk1,207.0,60
Sec14l3,136.0,48
Sec14l4,234.0,59
Sec22c,189.0,52
Sec24d,267.0,65
Secisbp2l,468.0,69
Sel1l,469.0,67
Sel1l3,269.0,58
Sema3a,115.0,47
Sema3g,149.0,54
Sema4d,431.0,69
Sema4f,362.0,65
Sema6a,186.0,51
Sema6b,725.0,70
Senp8,169.0,53
Sephs1,290.0,58
Sepsecs,195.0,55
Serf2,231.0,60
Serinc3,265.0,62
Serinc5,183.0,54
Serpina10,121.0,47
Serpina1f,158.0,56
Serpina3j,128.0,47
Serpine1,228.0,56
Serpinf2,211.0,59
Sertad4,250.0,62
Sesn1,256.0,61
Setd1a,279.0,61
Setd1b,819.0,68
Setdb1,238.0,58
Setx,211.0,58
Sf3a2,358.0,60
Sf3b3,396.0,65
Sfi1,206.0,56
Sfrp1,230.0,61
Sfswap,344.0,61
Sft2d2,247.0,61
Sgce,160.0,57
Sh2d3c,602.0,65
Sh2d5,409.0,66
Sh3bp2,233.0,57
Sh3bp4,429.0,67
Sh3bp5,307.0,60
Sh3bp5l,472.0,67
Sh3rf3,332.0,64
Shank1,4812.0,69
Shc2,280.0,58
Shc3,851.0,67
Shc4,131.0,48
She,155.0,50
Shh,194.0,56
Shisa2,110.0,43
Shisa6,170.0,56
Shkbp1,210.0,55
Shmt2,253.0,61
Shpk,175.0,49
Shq1,288.0,59
Shroom2,329.0,59
Shroom3,219.0,59
Shroom4,227.0,57
Sidt1,302.0,59
Siglece,175.0,52
Sik2,347.0,64
Sil1,338.0,65
Sim1,262.0,59
Sipa1,231.0,57
Sipa1l2,437.0,65
Sirt2,1420.0,70
Sirt4,235.0,59
Sis,120.0,46
Six5,126.0,46
Six6,115.0,47
Ska3,201.0,55
Skap1,144.0,47
Skida1,224.0,58
Skil,134.0,47
Skiv2l2,218.0,58
Skor1,167.0,50
Skp2,300.0,59
Sla,147.0,49
Sla2,106.0,45
Slamf8,93.0,37
Slc10a6,144.0,55
Slc11a1,187.0,56
Slc12a2,130.0,50
Slc12a4,287.0,65
Slc12a9,350.0,69
Slc13a1,174.0,53
Slc13a3,159.0,54
Slc13a5,190.0,55
Slc15a3,146.0,51
Slc15a5,116.0,38
Slc16a1,342.0,64
Slc16a2,167.0,52
Slc16a3,210.0,55
Slc16a9,250.0,60
Slc17a2,193.0,56
Slc17a3,134.0,52
Slc17a5,239.0,58
Slc17a8,147.0,50
Slc17a9,185.0,49
Slc18a2,184.0,55
Slc18b1,207.0,53
Slc1a5,138.0,44
Slc1a7,286.0,62
Slc22a12,124.0,50
Slc22a19,109.0,43
Slc22a2,178.0,54
Slc22a23,481.0,66
Slc22a7,169.0,55
Slc23a1,118.0,45
Slc23a2,245.0,58
Slc23a3,153.0,43
Slc24a1,149.0,50
Slc24a3,617.0,60
Slc25a16,175.0,57
Slc25a25,220.0,62
Slc25a29,259.0,58
Slc25a33,412.0,64
Slc25a34,156.0,52
Slc25a44,505.0,67
Slc25a46,254.0,58
Slc25a47,178.0,55
Slc25a51,303.0,61
Slc26a11,178.0,54
Slc26a4,189.0,53
Slc26a6,173.0,55
Slc26a7,158.0,52
Slc26a9,116.0,43
Slc27a3,171.0,51
Slc2a1,564.0,68
Slc2a10,115.0,49
Slc2a12,147.0,47
Slc2a13,292.0,59
Slc2a2,110.0,44
Slc2a8,382.0,63
Slc30a10,108.0,44
Slc30a6,128.0,43
Slc30a7,114.0,48
Slc30a9,408.0,64
Slc31a1,150.0,51
Slc31a2,180.0,54
Slc34a1,85.0,33
Slc35a5,142.0,52
Slc35b4,414.0,67
Slc35e2,330.0,63
Slc35e3,213.0,55
Slc35f2,220.0,56
Slc35f3,252.0,60
Slc35f4,160.0,50
Slc35f5,216.0,58
Slc35g3,158.0,50
Slc36a2,187.0,55
Slc37a2,140.0,47
Slc38a1,273.0,61
Slc38a4,145.0,51
Slc38a5,223.0,58
Slc38a7,253.0,59
Slc39a1,272.0,60
Slc39a10,170.0,56
Slc39a11,159.0,49
Slc39a12,408.0,63
Slc39a3,363.0,60
Slc39a5,182.0,51
Slc39a6,195.0,53
Slc39a8,104.0,43
Slc3a1,162.0,50
Slc41a2,437.0,65
Slc43a3,144.0,51
Slc45a4,300.0,56
Slc46a3,170.0,55
Slc47a1,80.0,39
Slc4a1,220.0,58
Slc4a2,191.0,56
Slc4a3,287.0,58
Slc4a8,618.0,67
Slc4a9,167.0,56
Slc52a2,230.0,59
Slc5a11,216.0,60
Slc5a2,143.0,50
Slc5a6,147.0,45
Slc5a7,114.0,50
Slc6a11,493.0,68
Slc6a13,287.0,64
Slc6a18,184.0,58
Slc6a3,179.0,50
Slc6a4,190.0,56
Slc6a5,176.0,56
Slc6a6,329.0,63
Slc7a11,122.0,50
Slc7a14,238.0,57
Slc7a4,260.0,57
Slc7a7,137.0,53
Slc7a9,132.0,46
Slc9a3r2,388.0,63
Slc9a8,231.0,58
Slco1b2,100.0,41
Slco4a1,106.0,45
Slco5a1,218.0,56
Slit2,251.0,59
Slitrk2,146.0,52
Slitrk5,274.0,59
Slx1b,160.0,52
Slx4,360.0,65
Smad1,300.0,62
Smad2,159.0,52
Smad6,167.0,55
Smarcad1,230.0,60
Smarcb1,662.0,66
Smarcc1,234.0,58
Smarce1,424.0,65
Smc3,262.0,61
Smc5,257.0,60
Smco3,200.0,55
Smg7,386.0,67
Smim1,144.0,49
Smim13,354.0,64
Smim7,191.0,55
Smo,262.0,61
Smoc1,116.0,47
Smpd4,275.0,62
Smpd5,171.0,56
Smpdl3a,197.0,56
Sms,239.0,58
Smug1,163.0,52
Smurf1,479.0,67
Smurf2,268.0,58
Snapc2,333.0,64
Snapc4,313.0,62
Sned1,199.0,60
Snrk,437.0,67
Snrnp200,307.0,62
Sntb1,183.0,58
Sntb2,163.0,53
Snx10,282.0,60
Snx11,207.0,57
Snx13,194.0,54
Snx19,270.0,59
Snx20,102.0,48
Snx21,464.0,62
Snx22,142.0,49
Snx25,271.0,63
Snx30,276.0,59
Snx33,201.0,54
Snx4,205.0,60
Snx5,205.0,61
Soat2,132.0,45
Socs4,216.0,54
Socs7,148.0,49
Sod2,232.0,56
Soga3,274.0,61
Sorcs2,131.0,47
Sord,184.0,55
Sowahc,148.0,46
Sox12,196.0,55
Sox13,151.0,54
Sox21,336.0,63
Sox2ot,212.0,60
Sox5,247.0,57
Sox6,313.0,60
Sox7,158.0,56
Sox9,354.0,63
Sp4,194.0,55
Sp7,170.0,56
Spag1,122.0,48
Spata13,157.0,53
Spata31,242.0,61
Spata31d1d,258.0,61
Spata5,130.0,46
Spata6,120.0,47
Spcs3,166.0,52
Specc1,359.0,64
Spesp1,105.0,42
Spi1,125.0,47
Spin1,274.0,62
Spink5,195.0,55
Spint1,165.0,51
Sppl2b,230.0,60
Spry1,209.0,59
Spry4,171.0,54
Spsb4,163.0,51
Spta1,181.0,56
Sptlc1,227.0,55
Srbd1,183.0,54
Srcin1,1346.0,70
Srd5a3,289.0,59
Srek1,204.0,61
Srf,394.0,63
Srgap3,795.0,66
Srms,178.0,52
Srp72,111.0,41
Srpx,109.0,48
Srr,298.0,58
Srsf12,208.0,57
Srxn1,312.0,63
Ssbp2,198.0,59
Ssbp3,318.0,62
Ssh3,304.0,63
Sspn,142.0,52
Ssr3,144.0,48
Sstr1,252.0,61
Sstr4,424.0,62
Ssx2ip,443.0,66
St18,122.0,44
St3gal5,929.0,69
St6gal1,285.0,60
St8sia6,175.0,53
Stac,132.0,50
Stac2,428.0,62
Stag1,144.0,53
Stag2,254.0,58
Star,161.0,53
Stard4,214.0,58
Stard7,253.0,58
Stat1,149.0,47
Stat6,159.0,55
Stbd1,149.0,52
Steap3,227.0,58
Stil,145.0,53
Stim1,485.0,65
Stk10,187.0,52
Stk16,347.0,62
Stk25,263.0,60
Stk32c,701.0,65
Stk38,127.0,51
Stk38l,162.0,48
Stk40,368.0,63
Stoml1,529.0,64
Stra6,104.0,48
Strada,198.0,58
Stradb,202.0,53
Strap,260.0,60
Strip2,319.0,58
Strn3,118.0,43
Strn4,323.0,64
Stt3a,232.0,59
Stt3b,169.0,52
Stx16,317.0,61
Stx18,142.0,53
Stx6,59.0,31
Stx8,211.0,60
Stxbp1,2464.0,68
Stxbp4,240.0,63
Stxbp6,184.0,55
Suclg2,106.0,42
Sult4a1,1646.0,68
Sult6b1,161.0,57
Supt7l,266.0,60
Surf4,242.0,56
Surf6,286.0,57
Susd4,631.0,69
Suv39h1,146.0,47
Sv2a,2258.0,69
Sv2c,179.0,55
Swap70,158.0,60
Swt1,137.0,44
Sycp2,293.0,61
Syde2,122.0,52
Syna,121.0,47
Sync,154.0,52
Syndig1,279.0,59
Synm,152.0,52
Synpo,1757.0,67
Synpo2,184.0,52
Synpo2l,210.0,55
Sypl,180.0,59
Syt12,283.0,62
Syt14,148.0,50
Syt7,1227.0,65
Syvn1,460.0,64
Tab2,238.0,62
Tab3,157.0,51
Tacc2,446.0,63
Tacc3,137.0,53
Tacr1,122.0,46
Tacstd2,125.0,47
Taf3,180.0,54
Taf4b,199.0,56
Taf6,297.0,65
Taf8,102.0,43
Taok3,222.0,57
Tas1r3,159.0,53
Tbc1d1,144.0,55
Tbc1d10a,504.0,65
Tbc1d10b,372.0,62
Tbc1d16,261.0,56
Tbc1d23,181.0,52
Tbc1d25,161.0,52
Tbc1d2b,200.0,58
Tbc1d31,280.0,57
Tbc1d9b,1150.0,69
Tbcel,203.0,55
Tbkbp1,419.0,65
Tbl3,339.0,63
Tbpl1,188.0,53
Tbx18,175.0,54
Tbx19,142.0,47
Tbx2,127.0,49
Tbxas1,159.0,50
Tcam1,192.0,53
Tcerg1l,94.0,37
Tcf23,167.0,55
Tcf3,255.0,58
Tchp,200.0,61
Tctn1,408.0,66
Tctn2,325.0,63
Tctn3,181.0,54
Tdrd3,171.0,54
Tdrkh,213.0,56
Tdrp,264.0,62
Tecpr1,474.0,63
Tekt2,120.0,46
Telo2,151.0,51
Tenm1,235.0,57
Tenm3,242.0,57
Tep1,221.0,55
Terf2ip,232.0,57
Tesk2,197.0,55
Tet2,162.0,53
Tex15,157.0,51
Tex16,169.0,57
Tex2,496.0,66
Tex261,245.0,59
Tfap2e,151.0,55
Tfcp2l1,202.0,59
Tfdp1,491.0,68
Tfe3,289.0,60
Tfip11,272.0,57
Tgfa,219.0,61
Tgfb1i1,278.0,63
Tgfb2,164.0,49
Tgfb3,198.0,56
Tgfbr1,239.0,53
Tgfbr2,144.0,51
Tgm2,166.0,51
Tgm6,154.0,54
Tgoln1,156.0,49
Th,165.0,50
Thap11,257.0,58
Thap2,144.0,52
Thbs2,148.0,53
Thbs4,314.0,63
Themis2,91.0,42
Thnsl2,142.0,50
Thoc5,379.0,62
Thop1,415.0,65
Thpo,288.0,56
Thrap3,648.0,67
Thrb,227.0,58
Thsd1,228.0,61
Thsd4,99.0,38
Thsd7a,140.0,46
Thsd7b,287.0,64
Thumpd1,250.0,59
Tial1,138.0,49
Tiam2,493.0,63
Ticam2,175.0,51
Ticrr,152.0,50
Tifa,75.0,37
Tinf2,168.0,56
Tirap,274.0,63
Tk1,170.0,50
Tk2,363.0,63
Tlr12,124.0,49
Tlr4,89.0,40
Tlr7,123.0,42
Tlr8,202.0,61
Tm4sf1,110.0,43
Tm7sf3,188.0,54
Tm9sf2,191.0,53
Tmc1,198.0,57
Tmc5,120.0,52
Tmed10,166.0,53
Tmeff2,353.0,58
Tmem101,196.0,54
Tmem108,180.0,50
Tmem119,295.0,61
Tmem125,167.0,50
Tmem130,755.0,67
Tmem132b,814.0,69
Tmem132e,172.0,52
Tmem135,218.0,55
Tmem145,446.0,63
Tmem151a,687.0,64
Tmem151b,1264.0,68
Tmem161a,299.0,64
Tmem167,169.0,55
Tmem167b,355.0,63
Tmem168,147.0,50
Tmem173,227.0,62
Tmem175,264.0,58
Tmem18,137.0,49
Tmem181a,374.0,64
Tmem184b,455.0,67
Tmem184c,196.0,54
Tmem199,288.0,59
Tmem206,126.0,49
Tmem209,157.0,47
Tmem214,560.0,65
Tmem222,437.0,64
Tmem229a,167.0,53
Tmem235,230.0,55
Tmem245,175.0,52
Tmem246,400.0,61
Tmem259,994.0,69
Tmem260,186.0,56
Tmem30b,143.0,52
Tmem38b,191.0,58
Tmem39b,197.0,53
Tmem41b,143.0,49
Tmem45a,171.0,56
Tmem47,186.0,52
Tmem50b,317.0,58
Tmem63b,520.0,66
Tmem65,189.0,53
Tmem67,122.0,46
Tmem87a,212.0,54
Tmem92,173.0,58
Tmem98,206.0,53
Tmem9b,389.0,65
Tmf1,278.0,62
Tmprss4,148.0,48
Tmprss9,223.0,61
Tmtc2,95.0,43
Tmtc3,285.0,61
Tnf,182.0,58
Tnfaip1,329.0,63
Tnfaip2,84.0,38
Tnfaip8,175.0,53
Tnfaip8l1,173.0,55
Tnfrsf11b,125.0,51
Tnfrsf19,284.0,62
Tnfrsf21,533.0,69
Tnik,900.0,66
Tnk1,136.0,47
Tnk2,540.0,66
Tnn,147.0,51
Tnni3k,109.0,47
Tns1,253.0,56
Tob2,167.0,56
Tomm40,886.0,67
Tomm40l,215.0,61
Tomm70a,221.0,60
Top3a,121.0,54
Topaz1,147.0,50
Topors,240.0,59
Tor1b,193.0,54
Tor2a,503.0,66
Tor4a,166.0,57
Tox4,423.0,65
Tpcn1,318.0,65
Tpd52,267.0,58
Tpk1,213.0,61
Tpx2,223.0,58
Traf1,153.0,53
Traf2,155.0,53
Traf4,99.0,39
Traf5,210.0,54
Traip,229.0,56
Trak1,768.0,68
Trappc10,527.0,64
Treml2,140.0,48
Treml4,146.0,51
Trerf1,406.0,65
Trh,173.0,54
Trhr2,200.0,58
Trim15,129.0,46
Trim16,132.0,51
Trim17,260.0,59
Trim24,144.0,52
Trim28,561.0,68
Trim35,532.0,66
Trim39,308.0,61
Trim56,185.0,56
Trim66,217.0,54
Trim71,103.0,41
Trim8,775.0,69
Trim9,2071.0,70
Trip13,91.0,38
Trip4,154.0,46
Trip6,229.0,57
Trmt13,211.0,56
Trmt6,138.0,49
Trove2,131.0,48
Trp53bp2,288.0,62
Trp53inp2,368.0,63
Trp73,228.0,57
Trpc1,141.0,55
Trpc4ap,1104.0,69
Trpm8,235.0,59
Trpv3,118.0,49
Trpv4,191.0,58
Trpv6,114.0,43
Trub1,229.0,57
Tsc2,572.0,69
Tshz3,618.0,69
Tsix,133.0,49
Tsnaxip1,120.0,49
Tspan1,222.0,57
Tspan10,155.0,55
Tspan11,200.0,53
Tspan14,273.0,61
Tspan18,133.0,50
Tspan2,192.0,55
Tspan5,549.0,66
Tsr1,360.0,63
Tsr2,235.0,61
Tssc1,522.0,67
Tssk1,170.0,50
Ttc21b,114.0,51
Ttc29,152.0,51
Ttc39b,222.0,58
Ttc7b,697.0,67
Ttc8,156.0,52
Ttf2,178.0,56
Ttl,435.0,64
Ttll1,579.0,65
Ttll4,207.0,57
Ttll5,226.0,57
Ttll6,91.0,41
Ttpal,262.0,60
Ttyh1,1045.0,70
Tubb1,145.0,46
Tubb4a,3831.0,68
Tubgcp6,252.0,57
Tuft1,106.0,39
Tvp23a,370.0,66
Twsg1,249.0,61
Txk,164.0,52
Txndc5,213.0,57
Txndc9,128.0,46
Tyk2,158.0,50
Tyr,98.0,43
Uap1l1,247.0,55
Uba2,450.0,62
Ubald1,449.0,61
Ubap2l,328.0,57
Ubash3a,94.0,48
Ube2d2a,165.0,51
Ube2i,713.0,67
Ube2k,172.0,51
Ube2n,208.0,54
Ube2ql1,1106.0,67
Ube3b,394.0,63
Ubiad1,252.0,60
Ubqln1,520.0,67
Ubqln3,155.0,53
Ubr3,380.0,64
Ubr5,227.0,58
Ubtd2,246.0,60
Ubtfl1,156.0,49
Ubxn10,164.0,47
Ufl1,308.0,62
Ugcg,271.0,62
Ugdh,301.0,62
Uggt2,121.0,48
Uhmk1,174.0,57
Ulk1,354.0,62
Umod,150.0,52
Unc13c,158.0,48
Unc13d,342.0,61
Unc45a,106.0,44
Unc5a,533.0,63
Unc5b,230.0,58
Unc5cl,101.0,41
Ung,257.0,59
Unk,237.0,59
Uqcrc1,1106.0,70
Usf1,590.0,65
Uso1,437.0,66
Usp11,643.0,66
Usp14,262.0,57
Usp15,206.0,56
Usp16,281.0,58
Usp18,241.0,59
Usp19,503.0,66
Usp21,140.0,51
Usp22,477.0,66
Usp28,208.0,57
Usp31,634.0,66
Usp34,182.0,55
Usp36,223.0,60
Usp46,449.0,65
Usp5,619.0,65
Usp53,258.0,62
Usp54,224.0,57
Usp8,279.0,61
Usp9x,177.0,51
Usp9y,212.0,59
Uvssa,211.0,51
Vac14,188.0,51
Vamp1,311.0,57
Vamp4,241.0,62
Vangl1,189.0,49
Vapb,285.0,60
Vash1,454.0,63
Vasp,254.0,62
Vat1,449.0,66
Vat1l,152.0,51
Vav1,151.0,51
Vav2,347.0,64
Vcan,195.0,60
Vcpip1,380.0,63
Vdr,201.0,54
Vegfa,407.0,66
Vgf,2274.0,67
Vgll3,167.0,52
Vill,163.0,52
Vipas39,223.0,57
Vipr1,252.0,59
Vmac,153.0,53
Vps13c,397.0,65
Vps18,291.0,59
Vps26a,174.0,54
Vps37a,162.0,53
Vps37b,431.0,64
Vps37c,252.0,60
Vps45,302.0,63
Vps4b,131.0,46
Vps54,124.0,47
Vrk1,155.0,51
Vsig10,139.0,55
Vstm2a,293.0,61
Vsx2,298.0,59
Vwa1,191.0,56
Vwa5b2,276.0,66
Vwa7,179.0,54
Vwc2l,151.0,54
Wars,369.0,63
Was,294.0,64
Wasf2,161.0,49
Wasf3,708.0,67
Wbp1l,315.0,60
Wdfy3,786.0,69
Wdpcp,166.0,47
Wdr13,966.0,68
Wdr19,174.0,57
Wdr25,212.0,60
Wdr26,185.0,52
Wdr3,159.0,51
Wdr31,194.0,56
Wdr35,160.0,55
Wdr4,174.0,54
Wdr46,253.0,62
Wdr48,146.0,49
Wdr5b,130.0,49
Wdr60,403.0,61
Wdr81,197.0,51
Wdr95,174.0,49
Wfikkn1,207.0,59
Whamm,210.0,59
Wipf1,233.0,60
Wipi2,485.0,65
Wisp1,209.0,57
Wisp2,176.0,55
Wiz,405.0,65
Wnk1,345.0,64
Wnk2,508.0,66
Wnk4,166.0,54
Wnt1,163.0,52
Wnt11,249.0,61
Wnt16,203.0,57
Wnt2,161.0,53
Wnt2b,190.0,51
Wnt6,267.0,64
Wrb,327.0,64
Wrn,175.0,53
Wwc2,394.0,68
Wwox,196.0,56
Xcr1,195.0,56
Xdh,191.0,58
Xkr7,297.0,57
Xkrx,138.0,48
Xpc,230.0,55
Xpnpep3,165.0,54
Xpo7,138.0,53
Xpot,287.0,65
Xpr1,212.0,57
Xrcc3,147.0,54
Xrra1,198.0,58
Xxylt1,291.0,61
Xylt1,625.0,67
Ybey,189.0,49
Yif1b,528.0,62
Ykt6,397.0,64
Zbtb2,236.0,59
Zbtb37,195.0,56
Zbtb38,217.0,56
Zbtb45,146.0,53
Zbtb5,200.0,58
Zbtb8b,161.0,48
Zc3h10,242.0,60
Zc3h12b,197.0,57
Zc3h12d,252.0,64
Zc3h13,327.0,64
Zc3h6,158.0,56
Zc3h7b,319.0,59
Zc3hav1l,196.0,56
Zc3hc1,335.0,65
Zcchc12,219.0,50
Zdhhc18,168.0,51
Zdhhc9,219.0,56
Zfand2a,361.0,64
Zfand3,300.0,60
Zfand4,121.0,50
Zfa.ps,172.0,51
Zfhx2,313.0,61
Zfp106,530.0,66
Zfp111,107.0,44
Zfp112,262.0,61
Zfp143,189.0,57
Zfp148,158.0,54
Zfp157,196.0,56
Zfp174,140.0,48
Zfp202,304.0,59
Zfp213,111.0,45
Zfp26,225.0,58
Zfp263,215.0,55
Zfp266,245.0,60
Zfp281,250.0,63
Zfp329,155.0,48
Zfp334,296.0,59
Zfp341,262.0,64
Zfp352,119.0,48
Zfp367,153.0,54
Zfp36l1,240.0,57
Zfp36l3,123.0,43
Zfp397,184.0,51
Zfp407,216.0,54
Zfp41,214.0,59
Zfp418,192.0,56
Zfp423,373.0,66
Zfp445,269.0,57
Zfp446,149.0,55
Zfp474,205.0,54
Zfp503,175.0,57
Zfp507,233.0,54
Zfp513,328.0,65
Zfp521,131.0,52
Zfp523,197.0,56
Zfp536,308.0,63
Zfp597,300.0,63
Zfp608,386.0,64
Zfp61,210.0,60
Zfp622,262.0,62
Zfp623,257.0,58
Zfp628,308.0,62
Zfp64,211.0,59
Zfp648,189.0,59
Zfp651,321.0,62
Zfp689,198.0,58
Zfp691,228.0,59
Zfp697,178.0,53
Zfp704,194.0,60
Zfp707,211.0,55
Zfp711,174.0,56
Zfp719,142.0,52
Zfp74,154.0,53
Zfp746,239.0,60
Zfp760,109.0,47
Zfp773,264.0,62
Zfp775,293.0,59
Zfp786,153.0,51
Zfp800,184.0,56
Zfp827,336.0,64
Zfp865,351.0,63
Zfp870,144.0,45
Zfx,139.0,51
Zfyve1,402.0,63
Zfyve26,122.0,44
Zic1,150.0,46
Zic2,205.0,60
Zic3,130.0,49
Zim1,192.0,56
Zkscan14,341.0,62
Zkscan17,156.0,52
Zkscan5,236.0,59
Zmat1,167.0,53
Zmat3,322.0,59
Zmym2,138.0,48
Znfx1,192.0,56
Znhit6,279.0,60
Znrf3,285.0,65
Zp3r,158.0,49
Zpld1,202.0,57
Zscan10,109.0,47
Zscan12,139.0,50
Zscan2,201.0,56
Zscan22,234.0,57
Zscan25,257.0,58
Zswim4,273.0,61
Zswim6,109.0,46
Zxdc,156.0,51
Zyx,335.0,60
Atp6v0e2,2289.0,69
Pclo,880.0,65
Higd1a,241.0,60
Srrm1,723.0,69
Mapk8ip3,2177.0,69
Csnk2a1,306.0,60
Wbp11,693.0,67
Mat2a,208.0,60
Tanc2,883.0,67
Cdc40,244.0,60
Scn3b,234.0,50
Acp1,177.0,50
Cadm3,1931.0,66
Mast3,1319.0,68
Rgs14,317.0,57
Aak1,166.0,54
Icam5,1262.0,66
Ntrk3,794.0,65
Otub1,1873.0,71
Eif5b,140.0,45
Rangap1,1693.0,68
Dock4,235.0,58
Phactr1,875.0,67
Uba1,1746.0,71
Ptprn2,1437.0,67
Adora1,1053.0,69
Ash1l,336.0,58
Mphosph8,206.0,57
Nucks1,204.0,59
Arhgef9,297.0,56
Reps2,272.0,62
Ddx6,366.0,64
Lingo1,3322.0,66
Add2,1949.0,69
Npepps,389.0,64
Ddx3x,152.0,50
Zfp365,1094.0,66
Trim37,707.0,65
Sipa1l1,1335.0,66
Napa,1959.0,69
Pfkl,837.0,67
Ogt,165.0,53
Dctn2,1285.0,70
B4galt6,298.0,59
Dnajc5,1125.0,67
Macf1,532.0,68
Amph,975.0,67
Rb1cc1,146.0,45
Kif5a,5055.0,71
Herc2,495.0,65
Stx12,377.0,60
Grin1,3387.0,67
Ankrd46,853.0,69
Cacnb4,343.0,61
Myo9a,166.0,50
Kcnab2,1706.0,68
Omg,429.0,65
Gcc2,301.0,62
Kcnq2,542.0,65
Ndufs1,309.0,64
Prickle2,539.0,64
Scamp5,1482.0,68
Pten,199.0,58
Syngr3,865.0,65
Etnk1,477.0,62
Rbfox2,1113.0,68
Atp8a1,274.0,59
Gnb5,576.0,68
Cdip1,512.0,63
Wac,130.0,47
Scamp1,364.0,62
Prrc2b,2497.0,70
Eef1a2,8372.0,70
Dnajc7,199.0,58
Nkiras1,255.0,60
Rap1gds1,259.0,60
Ppfia2,314.0,63
Slc1a1,268.0,59
Ccdc32,705.0,67
Cdk14,256.0,56
Tpr,251.0,58
Pum1,501.0,66
Camsap2,548.0,66
R3hdm4,3086.0,71
Gdap1,226.0,54
Naa15,152.0,47
Dlgap4,2006.0,68
Hars,545.0,63
Nrip3,404.0,60
Cttn,669.0,65
Dzip3,195.0,58
Cend1,2416.0,69
Slc17a7,8498.0,65
Lynx1,2525.0,69
Pcnp,464.0,62
Rab11b,202.0,55
Unc13a,939.0,66
Ankrd17,620.0,68
Kif3c,2022.0,70
Glg1,1119.0,69
Spag9,221.0,59
Ubxn4,169.0,50
Ppig,124.0,45
Dync1li2,508.0,66
Hnrnph2,680.0,68
Pdia6,514.0,64
Tspyl1,1164.0,68
Pam,839.0,67
Dner,393.0,67
Atp1a1,2661.0,68
Wdr7,713.0,67
Brd3,396.0,65
Nefm,577.0,62
Sphkap,624.0,64
Fam49b,214.0,51
Caln1,659.0,69
Atp6v0a1,2177.0,68
Camk4,254.0,60
Ppm1k,324.0,60
Zer1,783.0,66
Camkk2,1280.0,67
Usp7,189.0,54
Scg3,953.0,70
Prkaca,2212.0,71
Fam81a,945.0,66
Wbp4,222.0,57
Cdk5,503.0,62
Efr3a,234.0,55
Ist1,393.0,65
Nr3c1,256.0,58
Sec23a,324.0,61
Stim2,179.0,52
Sltm,376.0,62
Dlg3,842.0,63
Ildr2,427.0,64
Nlgn1,267.0,55
Ylpm1,736.0,68
Clip3,2640.0,70
Gprasp2,408.0,61
Plekhg5,548.0,66
Nmt2,255.0,57
Fry,671.0,68
Mprip,2102.0,70
Chchd10,245.0,62
Brd4,909.0,70
Bdnf,224.0,50
Rab18,179.0,55
Mical2,1550.0,67
Adam23,318.0,63
